"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","ixG/60","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"417","J.T. Brown","ANA, MIN, T.B","R","103","907.58333333333","8.8114886731392","0.26","0.59","0.33","0.26","0.86","54.17","6.02","4.40","0.48","11.04","8.33","5.35","2.58","0.66","0.86","1.78","0.59","0.4","0.2","0","0.93","1.32","1.72","11.17","5.55","2.25","3.64","4.96","2.80"
"382","Markus Granlund","EDM, VAN","C","162","1767.45","10.910185185185","0.51","0.31","0.17","0.14","0.81","57.14","6.01","8.47","0.52","10.08","7.98","5.33","2.58","0.41","0.37","1.15","0.54","0.54","0","0","0.68","0.61","1.7","3.56","3.8","1.22","6.86","8.72","1.49"
"770","Kaapo Kakko","NYR","R","55","650.35","11.824545454545","0.46","0.18","0.09","0.09","0.65","53.85","6.18","7.46","0.44","11.07","8.03","5.9","2.58","0.55","0.55","1.29","0.65","0.65","0","0","0.92","1.38","2.58","1.48","4.34","0.92","0.18","0.18","4.61"
"88","Torrey Mitchell","L.A, MTL","C","60","582.8","9.7133333333333","0.62","0.41","0.41","0","1.03","62.50","5.15","12.00","0.44","8.24","6.38","5.35","2.57","0.41","0.93","2.06","1.03","1.03","0","0","0.62","1.85","0.72","5.46","5.56","2.16","16.99","16.99","5.15"
"238","Marcus Johansson","BOS, BUF, N.J","L","138","1781.3333333333","12.908212560386","0.57","0.84","0.51","0.34","1.41","67.74","5.93","9.66","0.49","10.04","7.95","5.49","2.56","0.54","0.4","0.94","0.44","0.44","0","0","0.61","2.09","1.68","2.02","4.68","1.58","6.03","8.89","1.36"
"577","Nikolaj Ehlers","WPG","L","205","2824.9","13.78","1","1.19","0.81","0.38","2.19","79.84","9.79","10.20","0.66","17.35","13.17","8.2","2.55","0.68","0.7","0.91","0.42","0.4","0.02","0","1.36","2.12","1.72","1.95","4.59","1.3","0.13","0.15","0.98"
"82","Brandon Dubinsky","CBJ","C","123","1457.4833333333","11.84945799458","0.37","0.41","0.33","0.08","0.78","52.78","5.68","6.52","0.5","9.43","7.45","5.35","2.55","0.37","0.37","1.48","0.74","0.74","0","0","0.62","0.7","1.48","11.69","3.25","2.59","31.95","24.49","2.33"
"141","Phil Kessel","ARI, PIT","C, R","227","3088.6833333333","13.606534508076","0.72","1.18","0.8","0.39","1.9","75.38","7.85","9.16","0.62","13.5","10.28","7.17","2.54","0.47","0.78","1.17","0.49","0.47","0","0.02","0.23","2.53","1.32","0.58","2.37","0.95","0.16","0.41","0.54"
"23","Mikko Koivu","MIN","C","175","2245.65","12.832285714286","0.32","0.72","0.43","0.29","1.04","52.70","5.96","5.38","0.52","10.34","8.36","6.15","2.54","0.21","0.88","1.66","0.83","0.83","0","0","0.27","0.72","2.19","1.98","2.03","2.51","30.78","27.49","1.41"
"673","Denis Malgin","FLA","C","137","1580.6833333333","11.537834549878","0.72","0.68","0.42","0.27","1.4","60.66","6.11","11.80","0.55","10.78","8.24","6.11","2.54","0.3","0.53","0.91","0.46","0.46","0","0","0.53","1.52","2.28","4.21","5.05","1.86","5.24","7.9","1.51"
"27","Tomas Plekanec","MTL, TOR","C","80","990.31666666667","12.378958333333","0.36","0.91","0.67","0.24","1.27","56.76","8.12","4.48","0.65","13.03","10.3","7.09","2.54","0.73","0.55","2.18","1.09","1.09","0","0","0.36","2.3","1.27","3.64","3.39","1.88","32.9","28.72","3.23"
"635","Mikko Rantanen","COL","R","197","2917.5166666667","14.80972927242","0.7","1.42","0.76","0.66","2.12","69.59","6.27","11.15","0.51","10.74","8.33","6.13","2.53","0.27","0.58","1.6","0.8","0.8","0","0","0.88","1.21","2.06","2.28","6.15","1.81","1.6","1.71","1.00"
"604","Michael Amadio","L.A","C","138","1375.3166666667","9.9660628019324","0.65","0.61","0.22","0.39","1.27","54.72","5.5","11.90","0.53","10.25","7.42","5.67","2.53","0.57","0.87","0.87","0.44","0.44","0","0","0.52","1.44","2.4","2.14","6.02","1.7","15.18","18.06","1.99"
"679","Adam Gaudette","VAN","C","111","1113.9","10.035135135135","0.54","0.75","0.43","0.32","1.29","63.16","5.49","9.80","0.51","11.58","8.46","6.89","2.53","0.22","0.81","2.53","0.86","0.75","0.05","0.05","1.02","1.08","1.62","4.15","5.01","1.67","14.54","21.28","2.19"
"131","Jamie McGinn","FLA","L","95","1067.35","11.235263157895","0.67","0.96","0.67","0.28","1.63","64.44","6.41","10.53","0.54","10.4","8.26","5.62","2.53","0.45","0.45","1.46","0.56","0.45","0.11","0","0.62","1.91","1.24","8.38","5.28","1.41","0.45","0.73","2.14"
"176","Mario Kempe","ARI","R","70","711.75","10.167857142857","0.34","0.59","0.34","0.25","0.93","55.00","5.82","5.80","0.42","10.28","7.92","5.31","2.53","0.42","0.51","1.35","0.67","0.67","0","0","1.01","1.1","0.84","10.12","9.78","3.29","12.22","19.56","3.24"
"751","Drake Batherson","OTT","C, R","41","501.03333333333","12.220325203252","0.36","0.84","0.48","0.36","1.2","58.82","4.31","8.33","0.39","8.02","6.47","5.51","2.51","0.24","0.72","1.2","0.6","0.6","0","0","1.56","1.56","1.2","7.3","4.91","3.59","0.6","0.48","6.65"
"28","Patrick Sharp","CHI","L","70","767.78333333333","10.968333333333","0.78","0.55","0.31","0.23","1.33","58.62","9.3","8.40","0.65","14.54","11.49","7.58","2.5","0.7","0.86","0.94","0.47","0.47","0","0","0.47","1.02","1.09","3.52","5.55","1.88","2.66","2.81","3.80"
"446","Brendan Leipsic","L.A, VAN, VGK, WSH","L","179","1925.7166666667","10.758193668529","0.41","1.09","0.78","0.31","1.5","65.75","6.23","6.50","0.53","11.37","8.51","6.04","2.49","0.37","0.72","1.06","0.5","0.5","0","0","0.78","2.12","1.96","4.39","4.52","2.09","0.53","0.62","1.43"
"100","Benoit Pouliot","BUF","L","74","820.05","11.081756756757","0.73","0.44","0.44","0","1.17","72.73","5.19","14.08","0.45","8.78","7.32","4.98","2.49","0.15","0.59","1.17","0.59","0.59","0","0","0.51","2.12","1.9","4.54","3.44","2.05","0.66","1.1","2.74"
"715","Tage Thompson","BUF, STL","C, R","107","1161.55","10.855607476636","0.46","0.41","0.31","0.1","0.88","73.91","7.44","6.25","0.55","14.77","11.36","7.23","2.48","0.46","0.77","1.45","0.72","0.72","0","0","0.52","2.01","2.27","5.32","4.29","0.93","0.57","0.98","1.89"
"184","Jakub Voracek","PHI","R","220","3108.3833333333","14.129015151515","0.58","1.41","0.89","0.52","1.99","73.05","6.81","8.50","0.52","12.24","9.07","6.14","2.47","0.23","0.97","1.24","0.54","0.5","0.04","0","0.91","2.16","1.33","0.93","3.78","1.41","0.56","0.93","0.73"
"584","Sonny Milano","CBJ","L","109","1116.1833333333","10.240214067278","1.02","0.75","0.43","0.32","1.77","78.57","6.45","15.83","0.55","9.78","8.33","5.59","2.47","0.22","0.43","1.08","0.54","0.54","0","0","1.24","1.94","1.67","2.96","7.53","1.08","0","0","-"
"427","Phillip Di Giuseppe","CAR, NSH, NYR","L","82","830.81666666667","10.131910569106","0.43","0.87","0.51","0.36","1.3","62.07","7.94","5.45","0.57","14.8","11.63","6.14","2.46","0.51","0.87","1.44","0.72","0.72","0","0","0.36","1.52","1.88","11.41","5.13","2.02","0.14","0.29","2.41"
"539","Jonathan Drouin","MTL","C, L","182","2395.05","13.159615384615","0.6","1","0.65","0.35","1.6","68.09","7.04","8.54","0.54","12.48","9.42","6.46","2.46","0.48","0.63","1.4","0.68","0.68","0","0","0.48","2.28","2.53","3.23","2.78","1.23","9.27","13.23","1.03"
"219","Dale Weise","MTL, PHI","R","113","1125.5333333333","9.9604719764012","0.48","0.64","0.37","0.27","1.12","75.00","5.76","8.33","0.47","9.17","7.62","5.44","2.45","0.21","0.53","2.29","0.91","0.75","0.16","0","0.75","1.12","1.23","11.19","6.5","1.87","0.21","0.37","1.94"
"470","Gemel Smith","BOS, DAL, T.B","C","66","588.03333333333","8.909595959596","0.92","0.61","0.61","0","1.53","71.43","5.61","16.36","0.47","8.26","6.63","5.1","2.45","0.2","0.51","1.43","0.71","0.71","0","0","0.51","0.71","1.84","4.8","5.51","1.53","5.71","5.92","5.01"
"78","Travis Zajac","N.J","C","202","2660.2","13.169306930693","0.59","0.86","0.32","0.54","1.44","65.31","4.69","12.50","0.48","7.62","6.2","4.89","2.44","0.23","0.5","0.9","0.45","0.45","0","0","0.43","1.2","2.08","3.81","3.25","1.71","31.04","25.26","1.24"
"43","Alexandre Burrows","OTT","R","71","663.18333333333","9.3406103286385","0.27","0.63","0.18","0.45","0.9","62.50","6.42","4.23","0.48","11.58","9.59","5.7","2.44","0.45","0.36","3.53","1.27","1.09","0.09","0.09","0.81","1.18","0.45","5.52","5.88","2.08","0.36","1.18","2.13"
"713","Jesper Bratt","N.J","L","175","2044.9","11.685142857143","0.67","1.17","0.82","0.35","1.85","71.59","6.34","10.65","0.49","10.15","8.36","5.28","2.44","0.32","0.59","0.41","0.21","0.21","0","0","0.85","1.58","1.44","2.76","3.93","1.53","0.21","0.35","1.08"
"491","Carter Rowney","ANA, PIT","C, R","166","1552.0833333333","9.3498995983936","0.35","0.85","0.54","0.31","1.2","73.81","4.18","8.33","0.43","7.73","6.15","4.75","2.44","0.23","0.73","0.77","0.39","0.39","0","0","0.58","1.86","1.31","15.27","7.07","2.47","11.06","10.67","1.97"
"172","Brandon Sutter","VAN","C","122","1521.5666666667","12.471857923497","0.63","0.67","0.39","0.28","1.3","67.35","6.59","9.58","0.47","10.09","8.28","5.52","2.44","0.59","0.55","0.39","0.2","0.2","0","0","0.87","0.87","1.14","3.67","3.94","1.62","27.41","25.59","2.04"
"759","Jesperi Kotkaniemi","MTL","C","115","1308.75","11.380434782609","0.69","0.92","0.55","0.37","1.6","71.43","7.34","9.38","0.53","13.34","9.4","6.42","2.43","0.69","0.55","1.19","0.6","0.6","0","0","0.73","2.61","2.02","5.18","6.19","2.57","19.53","24.57","2.03"
"688","Kevin Rooney","N.J","C","81","790.16666666667","9.7551440329218","0.53","0.53","0.3","0.23","1.06","58.33","5.01","10.61","0.5","8.58","7.29","5.85","2.43","0.23","0.15","1.14","0.46","0.38","0.08","0","0.84","0.91","1.44","8.96","7.29","2.35","23.62","24.45","3.73"
"657","Mitchell Marner","TOR","C, R","214","3054.5","14.273364485981","0.71","1.73","1.26","0.47","2.44","76.07","7.27","9.73","0.59","14.22","10.19","8.33","2.42","0.43","0.86","0.71","0.35","0.35","0","0","0.63","2.75","3.48","1.41","4.24","1.55","0.94","1.02","0.94"
"274","Cody Eakin","VGK","C","198","2408.45","12.163888888889","0.75","0.82","0.45","0.37","1.57","69.23","5.73","13.04","0.52","10.01","7.75","6.08","2.42","0.55","0.52","1.1","0.55","0.55","0","0","0.6","1.87","2.64","4.26","5.85","1.92","24.94","23.49","1.28"
"764","Par Lindholm","BOS, TOR, WPG","C","99","941.56666666667","9.5107744107744","0.25","0.89","0.57","0.32","1.15","54.55","5.23","4.88","0.49","10.83","8.48","5.1","2.42","0.25","0.45","1.27","0.57","0.57","0","0","0.38","1.53","1.98","4.46","8.35","3.12","15.17","15.36","3.17"
"348","Brian Gibbons","ANA, CAR, N.J, OTT","C, L","138","1436.25","10.407608695652","0.67","0.96","0.71","0.25","1.63","66.10","4.85","13.79","0.43","8.36","6.73","4.6","2.42","0.29","0.33","1.42","0.71","0.71","0","0","0.58","1.55","2.21","2.84","5.39","2.76","1.21","1.59","1.81"
"591","Jared McCann","FLA, PIT","C","202","2435.95","12.059158415842","0.67","1.06","0.59","0.47","1.72","67.96","8.57","7.76","0.6","13.72","10.86","6.77","2.41","0.49","0.81","1.33","0.59","0.54","0.05","0","0.79","2","2.02","4.68","5.1","2.44","15.47","20.25","1.07"
"698","Patrik Laine","WPG","R","223","3039.5833333333","13.630418535127","0.97","0.83","0.51","0.32","1.8","62.76","8.29","11.67","0.59","15.18","11.45","7.62","2.41","0.53","0.87","0.95","0.43","0.43","0","0","0.65","2.25","1.4","4.38","3.38","2.11","0.49","1.11","0.61"
"80","Blake Comeau","COL, DAL","L","202","2589.3333333333","12.818481848185","0.53","0.81","0.46","0.35","1.34","74.36","5.86","9.09","0.46","10.33","7.74","5.47","2.39","0.32","0.76","1.76","0.88","0.88","0","0","0.67","1.83","1.99","9.57","4.03","1.55","2.6","3.52","0.98"
"232","Tommy Wingels","BOS, CHI","C, R","75","730.03333333333","9.7337777777778","0.41","0.58","0.41","0.16","0.99","57.14","6.16","6.67","0.56","10.77","9.12","6.41","2.38","0.25","0.58","2.3","1.15","1.15","0","0","1.32","1.32","1.4","14.3","7.31","2.71","14.47","17.01","3.78"
"460","Martin Frk","DET, L.A","R","105","860.01666666667","8.1906349206349","0.56","1.05","0.49","0.56","1.6","76.67","5.02","11.11","0.46","9.91","7.33","5.02","2.37","0.14","0.63","0.84","0.42","0.42","0","0","0.28","1.95","0.77","7.88","3.49","0.98","0","0.14","0.00"
"170","Kyle Turris","NSH, OTT","C","183","2329.5666666667","12.729872495446","0.46","1.06","0.72","0.33","1.52","58.42","5.59","8.29","0.51","10.41","7.83","5.87","2.37","0.28","0.85","1.37","0.64","0.62","0.03","0","0.59","1.6","1.73","1.42","3.5","1.65","20.91","20.81","1.29"
"680","Brett Seney","N.J","L","53","531.78333333333","10.033647798742","0.56","0.79","0.56","0.23","1.35","75.00","5.64","10.00","0.49","8.57","7","4.29","2.37","0.34","0.68","2.26","1.13","1.13","0","0","2.03","2.26","2.03","5.64","5.75","1.58","10.94","18.05","4.26"
"157","Paul Carey","BOS, NYR, OTT","C","68","659.63333333333","9.7004901960784","0.45","0.64","0.45","0.18","1.09","66.67","4.64","9.80","0.38","8.64","6.55","4.55","2.36","0.18","0.45","1.46","0.73","0.73","0","0","0.27","3.09","2.09","6.19","4.37","2.09","1.64","2.18","3.90"
"136","Claude Giroux","PHI","C, R","224","3281.1666666667","14.64806547619","0.84","1.52","0.84","0.68","2.36","71.27","6.89","12.20","0.51","12.51","9.33","6.44","2.34","0.26","0.49","0.8","0.4","0.4","0","0","0.75","1.77","1.63","1.48","1.97","0.82","21.6","15.93","1.05"
"517","Andre Burakovsky","COL, WSH","L","188","2176.9666666667","11.579609929078","0.99","1.02","0.63","0.39","2.01","70.19","6.53","15.19","0.54","12.49","8.98","7.58","2.34","0.47","0.52","1.1","0.44","0.41","0","0.03","0.61","2.34","1.93","2.73","6.56","2.37","0.61","0.72","1.26"
"665","Austin Czarnik","BOS, CGY","C","72","694.56666666667","9.6467592592593","0.52","1.12","0.6","0.52","1.64","70.37","5.27","9.84","0.56","10.11","8.03","6.82","2.33","0.6","0.43","0.52","0.26","0.26","0","0","0.95","1.3","2.68","1.3","5.53","2.16","2.68","3.02","4.06"
"34","Scottie Upshall","STL","R","63","591.15","9.3833333333333","0.71","1.22","0.71","0.51","1.93","90.48","6.7","10.61","0.56","11.67","8.93","4.97","2.33","0.41","0.61","3.65","1.73","1.73","0","0","1.32","0.81","1.42","11.27","6.19","1.93","0.61","0.61","5.07"
"668","Evan Rodrigues","BUF","C, L","160","1808.3","11.301875","0.5","1.03","0.63","0.4","1.53","68.66","8.56","5.81","0.55","14.73","11.58","6.3","2.32","0.33","1","1.19","0.6","0.6","0","0","0.86","1.73","1.82","2.22","4.28","1.99","15.56","19.44","1.48"
"504","John Hayden","CHI, N.J","C, R","135","1214.5","8.9962962962963","0.4","0.54","0.3","0.25","0.94","54.29","6.18","6.40","0.52","11.51","8.74","6.32","2.32","0.64","0.74","3.36","0.99","0.64","0.3","0.05","1.14","0.89","1.88","13.64","7.21","3.01","0.79","2.17","1.32"
"349","Matthew Peca","MTL, T.B","C","54","518.15","9.5953703703704","0.58","0.93","0.69","0.23","1.51","81.25","6.48","8.93","0.48","10.31","7.53","5.21","2.32","0.12","0.58","0.23","0.12","0.12","0","0","1.04","2.08","0.81","5.21","8.92","2.78","15.98","14.36","6.10"
"613","Anders Bjork","BOS","L","103","1171.8333333333","11.377022653722","0.56","0.92","0.51","0.41","1.48","63.04","4.92","11.46","0.47","10.75","7.58","6.45","2.3","0.41","0.61","0.72","0.36","0.36","0","0","0.46","1.64","2.2","3.43","6.45","2.05","0.1","0.1","2.56"
"732","Casey Mittelstadt","BUF","C","114","1252.2666666667","10.984795321637","0.57","0.62","0.48","0.14","1.2","52.08","5.46","10.53","0.46","9.2","7.52","6.04","2.3","0.14","0.38","0.57","0.29","0.29","0","0","0.91","2.35","1.77","1.96","3.69","1.15","13.46","19.02","1.99"
"231","Zac Rinaldo","ARI, CGY, NSH","C, L","94","863.18333333333","9.1828014184397","0.63","0.42","0.28","0.14","1.04","53.57","5.84","10.71","0.41","10.15","7.99","4.59","2.29","0.35","0.42","5.14","1.67","1.18","0.42","0.07","0.97","0.9","1.04","20.51","5.77","2.5","0.35","1.04","1.74"
"331","Joakim Nordstrom","BOS, CAR","C, L","188","1872.35","9.9593085106383","0.35","0.38","0.26","0.13","0.74","45.10","6.89","5.12","0.49","12.5","9.58","6.28","2.28","0.61","0.64","0.7","0.35","0.35","0","0","0.48","1.51","1.63","8.59","7.98","2.85","2.02","2.76","1.35"
"84","David Krejci","BOS","C","197","2723.3166666667","13.823942470389","0.57","1.52","0.93","0.59","2.09","69.85","5.2","11.02","0.48","9.12","7.42","5.84","2.27","0.4","0.42","0.84","0.4","0.4","0","0","0.51","1.83","1.94","1.89","4.49","1.65","24.85","25.18","1.09"
"712","Henrik Borgstrom","FLA","C","58","615.55","10.612931034483","0.58","0.58","0.1","0.49","1.17","54.55","5.07","11.54","0.38","7.8","6.24","4.48","2.24","0.19","0.19","0.39","0.19","0.19","0","0","0.29","2.63","2.53","1.27","3.9","1.27","17.74","25.05","4.04"
"596","Jayce Hawryluk","FLA","C","57","534.66666666667","9.3801169590643","0.9","0.67","0.22","0.45","1.57","73.68","5.05","17.78","0.49","8.3","7.07","5.27","2.24","0.34","0.56","2.02","1.01","1.01","0","0","1.68","2.92","1.68","14.93","7.86","3.48","1.46","1.01","6.63"
"369","Andy Andreoff","L.A, PHI","C, L","59","536.86666666667","9.0994350282486","0.34","0.78","0.56","0.22","1.12","71.43","6.71","5.00","0.52","11.29","8.72","5.48","2.24","0.34","0.56","3.13","1.23","1.01","0.22","0","1.01","0.78","0.45","10.84","6.71","1.68","3.02","3.69","5.03"
"650","Jack Roslovic","WPG","C","169","1827.5","10.813609467456","0.62","1.08","0.79","0.3","1.71","65.82","5.91","10.56","0.47","10.64","8.24","6.11","2.23","0.53","0.36","0.46","0.23","0.23","0","0","0.59","2.04","1.81","3.09","4.69","1.51","5.06","6.07","1.49"
"297","Ryan Spooner","BOS, EDM, NYR, VAN","C","111","1240.7666666667","11.178078078078","0.68","1.16","0.58","0.58","1.84","79.17","6.43","10.53","0.48","9.72","8.08","5.46","2.22","0.34","0.44","0","0","0","0","0","0.48","2.13","1.16","5.03","3.53","1.06","6.38","7.11","2.29"
"19","Matt Hendricks","MIN, WPG","C","86","647.71666666667","7.5315891472868","0.46","1.02","0.93","0.09","1.48","69.57","7.23","6.41","0.44","11.39","9.17","5","2.22","0.37","0.83","3.15","1.02","0.65","0.37","0","0.56","1.67","1.48","14.73","5.65","2.13","18.62","17.88","4.73"
"93","Daniel Winnik","MIN","L","81","924.2","11.40987654321","0.32","0.91","0.45","0.45","1.23","61.29","4.8","6.76","0.4","8.83","6.62","4.61","2.21","0.26","0.32","1.04","0.52","0.52","0","0","0.32","0.65","1.36","1.75","4.61","2.47","4.74","5.91","2.89"
"10","Henrik Zetterberg","DET","C","82","1308.6166666667","15.958739837398","0.46","1.19","0.92","0.28","1.65","70.59","6.24","7.35","0.5","11.32","8.57","5.91","2.2","0.28","0.55","0.46","0.23","0.23","0","0","0.32","2.06","1.97","2.11","3.12","1.51","24.58","26.41","2.21"
"619","Dryden Hunt","FLA","L","62","663.03333333333","10.694086021505","0.18","1.09","0.54","0.54","1.27","66.67","8.69","2.08","0.57","14.03","11.13","6.15","2.17","0.36","0.72","2.17","1.09","1.09","0","0","0.72","1.36","1.54","10.95","8.42","1.72","0.09","0.54","1.29"
"68","Kyle Brodziak","EDM, STL","C","151","1602.95","10.615562913907","0.49","0.9","0.45","0.45","1.38","69.81","6.25","7.78","0.5","10.37","8.46","5.39","2.17","0.41","0.6","1.2","0.6","0.6","0","0","0.41","1.24","2.21","6.4","4.6","3.03","28.45","24.97","1.99"
"658","Filip Chlapik","OTT","C","55","502.98333333333","9.1451515151515","0.48","0.6","0.36","0.24","1.07","69.23","6.32","7.55","0.52","11.33","9.66","5.96","2.15","0.36","0.95","1.67","0.84","0.84","0","0","0.48","1.43","2.27","10.74","8.35","3.46","7.87","10.26","5.18"
"91","Troy Brouwer","CGY, FLA, STL","R","164","1705.9666666667","10.402235772358","0.6","0.63","0.49","0.14","1.23","64.81","5.31","11.26","0.48","10.02","7.98","4.78","2.15","0.32","0.49","1.86","0.63","0.49","0.11","0.04","0.7","2.15","1.27","10.69","4.47","2.43","2.15","2.81","1.52"
"588","Nick Schmaltz","ARI, CHI","C","181","2364.3833333333","13.062891344383","0.61","1.22","0.71","0.51","1.83","69.90","4.77","12.77","0.43","8.86","6.42","5.48","2.13","0.33","0.58","0.76","0.38","0.38","0","0","0.63","1.78","3.55","0.51","4.03","1.88","11.88","17.41","1.03"
"741","Lias Andersson","NYR","C","66","623.56666666667","9.4479797979798","0.19","0.58","0.29","0.29","0.77","53.33","5.39","3.57","0.35","8.08","6.64","4.33","2.12","0.19","0.19","1.54","0.77","0.77","0","0","0.87","1.35","2.21","8.37","7.02","1.44","12.7","15.68","4.31"
"739","Martin Necas","CAR","C","63","711.81666666667","11.298677248677","0.93","1.1","0.51","0.59","2.02","85.71","5.56","16.67","0.48","9.69","7.75","5.31","2.11","0.34","0.51","1.52","0.76","0.76","0","0","1.1","3.03","1.85","4.47","5.56","1.77","1.85","4.3","2.54"
"33","Valtteri Filppula","DET, NYI, PHI","C","214","2614.75","12.218457943925","0.55","0.8","0.48","0.32","1.35","67.82","3.79","14.55","0.37","6.15","4.91","4.41","2.11","0.18","0.3","1.01","0.5","0.5","0","0","0.6","1.95","1.51","1.33","3.51","2.09","21.98","22.35","1.14"
"594","Adrian Kempe","L.A","C, L","221","2618.4666666667","11.84826546003","0.64","0.8","0.39","0.41","1.44","74.12","6.12","10.49","0.48","10.95","8.16","5.68","2.09","0.25","0.44","2.25","1.01","0.99","0","0.02","0.6","1.42","1.31","5.09","3.53","1.08","13.08","19.36","0.92"
"236","Mike Hoffman","FLA, OTT","C, L","224","2988.25","13.340401785714","0.74","0.8","0.46","0.34","1.55","67.54","7.91","9.39","0.51","13.87","10.32","6.28","2.09","0.56","0.76","1.2","0.6","0.6","0","0","0.76","3.07","2.13","1.85","2.79","1.49","0.6","0.66","0.96"
"116","Darren Helm","DET","C, L","195","2418.1666666667","12.400854700855","0.57","0.67","0.47","0.2","1.24","69.44","7.17","7.96","0.52","11.93","9.21","5.83","2.08","0.62","0.67","1.84","0.84","0.79","0.05","0","0.65","1.94","1.94","6","4.49","1.59","1.59","1.66","1.21"
"523","Jacob de la Rose","DET, MTL, STL","C, L","163","1627.0333333333","9.981799591002","0.3","0.77","0.33","0.44","1.07","60.42","5.24","5.63","0.43","9.26","6.9","4.79","2.07","0.26","0.63","1.73","0.77","0.74","0.04","0","0.3","1.29","1.66","10.77","5.72","2.4","15.97","20.8","1.60"
"370","Nick Shore","CGY, L.A, OTT, TOR, WPG","C","117","1164.9666666667","9.9569800569801","0.36","0.67","0.36","0.31","1.03","57.14","5.36","6.73","0.5","9.73","7.93","5.25","2.06","0.21","0.72","1.24","0.62","0.62","0","0","0.31","1.75","1.29","5.1","4.79","1.39","22.4","21.63","2.62"
"483","Nikita Gusev","N.J","L","56","642.78333333333","11.478273809524","0.65","1.68","1.31","0.37","2.33","80.65","8.87","7.37","0.58","14.94","11.2","6.72","2.05","0.65","0.56","0.37","0.19","0.19","0","0","0.75","2.33","1.21","1.03","1.77","0.47","0","0","-"
"669","Artemi Panarin","CBJ, NYR","C, L","218","3468.5666666667","15.910856269113","0.95","1.8","1.18","0.62","2.75","78.33","7.01","13.58","0.57","13.51","9.93","7.14","2.02","0.45","0.62","0.59","0.29","0.29","0","0","0.76","2.4","2.2","0.69","2.02","0.69","0.02","0.07","0.35"
"55","Ryan Getzlaf","ANA","C","181","2743.5166666667","15.157550644567","0.63","1.42","0.85","0.57","2.06","77.05","5.71","11.11","0.45","10.61","8.35","5.29","2.01","0.33","0.57","1.95","0.85","0.81","0.02","0.02","0.5","3.61","2.78","6.78","2.93","3.24","24.32","23.16","1.12"
"617","Victor Olofsson","BUF","L, R","51","748.01666666667","14.666993464052","0.4","1.12","0.64","0.48","1.52","52.78","6.34","6.33","0.57","11.55","9.47","6.34","2.01","0.48","0.72","0.16","0.08","0.08","0","0","0.24","1.44","0.88","0.8","2.65","1.52","0","0","-"
"9","Derek MacKenzie","FLA","C","76","663.58333333333","8.7313596491228","0.18","0.72","0.54","0.18","0.9","62.50","6.24","2.90","0.51","8.95","7.87","4.07","1.99","0.54","0.72","1.36","0.54","0.45","0.09","0","0.63","0.99","1.27","10.76","5.61","2.53","22.15","17.54","5.05"
"298","Johan Larsson","BUF","C, L","206","2435.8333333333","11.824433656958","0.3","0.69","0.34","0.34","0.99","59.70","4.58","6.45","0.39","8.4","6.85","4.38","1.97","0.37","0.22","1.75","0.81","0.79","0.02","0","0.54","1.4","1.75","7.09","7.32","2.04","22.17","19.58","1.31"
"66","Nate Thompson","L.A, MTL, OTT","C","208","2174.45","10.454086538462","0.28","0.72","0.33","0.39","0.99","57.14","4.28","6.45","0.36","7.75","5.82","3.92","1.96","0.3","0.58","1.24","0.58","0.55","0.03","0","0.25","1.55","1.43","8.44","5.55","2.48","25.8","20.14","1.55"
"282","Jordan Nolan","BUF, STL","C","83","768.56666666667","9.2598393574297","0.31","0.47","0.23","0.23","0.78","52.63","5.15","6.06","0.39","9.45","6.87","4.45","1.95","0.23","0.47","3.51","1.41","1.17","0.23","0","0.78","1.17","0.78","11.32","4.14","1.64","0.08","0.31","1.56"
"36","Frans Nielsen","DET","C","202","2395.8","11.860396039604","0.5","0.68","0.28","0.4","1.18","60.26","6.39","7.84","0.47","10.72","8.49","5.03","1.93","0.38","0.58","0.65","0.33","0.33","0","0","0.4","1.35","1.15","3.83","5.18","2.6","22.97","24.32","1.22"
"449","Chandler Stephenson","VGK, WSH","C","187","1995.9166666667","10.673351158645","0.51","0.75","0.51","0.24","1.26","56.00","3.31","15.45","0.35","6.1","5.08","3.91","1.92","0.27","0.36","0.54","0.24","0.24","0","0","0.39","1.14","1.83","3.04","5.41","2.31","7.4","7.97","1.45"
"25","Mike Cammalleri","EDM, L.A","C, L","66","783.9","11.877272727273","0.31","1.53","0.77","0.77","1.84","85.71","7.27","4.21","0.52","12.55","9.57","6.05","1.91","0.31","0.38","1.22","0.61","0.61","0","0","0.15","2.3","1.61","3.21","3.06","2.22","4.06","4.36","3.69"
"121","David Desharnais","NYR","C","71","805.71666666667","11.348122065728","0.3","1.27","0.6","0.67","1.56","80.77","3.57","8.33","0.32","6.11","4.39","4.02","1.86","0.22","0.3","0.74","0.37","0.37","0","0","0.6","1.64","1.71","1.64","5.21","2.61","24.95","21","4.04"
