"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","ixG/60","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"359","Tobias Rieder","ARI, CGY, EDM, L.A","C, R","192","2138.7333333333","11.139236111111","0.31","0.7","0.5","0.2","1.01","66.67","6.9","4.47","0.61","12.09","9.59","6.68","3.45","0.5","0.76","0.39","0.2","0.2","0","0","0.5","0.56","1.63","5.13","6.23","2.36","0.87","1.99","0.85"
"671","Noel Acciari","BOS, FLA","C","189","2206.9666666667","11.677072310406","0.87","0.38","0.22","0.16","1.25","63.89","6.31","13.79","0.64","10.9","8.78","7.34","3.45","0.27","0.82","0.9","0.41","0.38","0.03","0","0.73","0.9","1.79","12.83","7.88","3.4","11.8","11.26","1.39"
"558","Conor Sheary","BUF, PIT","L","210","2542.9166666667","12.109126984127","0.73","0.87","0.45","0.42","1.6","64.76","7.64","9.57","0.67","12.72","10.29","7.69","3.44","0.47","0.78","0.57","0.28","0.28","0","0","0.66","1.63","1.91","1.89","4.18","1.86","0.38","0.47","1.05"
"469","Andreas Athanasiou","DET","C, L","192","2526.9333333333","13.161111111111","0.95","0.81","0.52","0.28","1.76","82.22","9.09","10.44","0.72","15.96","12.51","8.55","3.44","0.52","0.4","1.16","0.45","0.4","0.02","0.02","1.23","2.14","1.5","1.78","3.32","1.61","6.39","8.67","1.01"
"54","Eric Fehr","MIN, S.J, TOR","C","90","823.01666666667","9.1446296296296","0.36","0.29","0.15","0.15","0.66","39.13","5.54","6.58","0.56","10.5","8.31","6.27","3.43","0.29","0.36","1.9","0.95","0.95","0","0","0.22","1.02","1.97","4.3","4.88","2.77","22.53","21.87","3.70"
"755","Lukas Radil","S.J","C","50","507.05","10.141","0.71","0.47","0.35","0.12","1.18","52.63","6.03","11.76","0.63","10.65","8.52","6.63","3.43","0.35","0.24","1.18","0.59","0.59","0","0","0.83","1.54","2.13","5.32","10.29","1.3","0.83","0.71","6.37"
"702","Dillon Dube","CGY","C","61","649.5","10.647540983607","0.55","1.11","0.37","0.74","1.66","62.07","6.28","8.82","0.65","10.99","8.31","6.28","3.42","0.18","0.37","0.37","0.18","0.18","0","0","0.92","1.76","1.48","4.99","6.47","0.92","1.48","2.22","3.70"
"187","Carl Hagelin","L.A, PIT, WSH","L","187","2314.3333333333","12.376114081996","0.44","1.11","0.57","0.54","1.56","57.14","8.24","5.35","0.69","13.14","10.78","7.23","3.42","0.52","1.06","1.4","0.7","0.7","0","0","0.67","1.4","1.92","4.61","5.08","1.48","0.78","1.3","0.97"
"706","Tyson Jost","COL","C","191","2085.3833333333","10.918237347295","0.52","0.86","0.46","0.4","1.38","60.76","7.37","7.03","0.61","12.66","9.35","7.77","3.42","0.4","0.83","1.44","0.69","0.69","0","0","1.18","0.72","1.87","3.6","8.8","2.01","5.32","9.49","1.03"
"358","Johnny Gaudreau","CGY","L","223","3320.9833333333","14.892301943199","0.92","1.54","1.01","0.52","2.46","79.07","8.33","11.06","0.71","14.2","11.29","8.11","3.41","0.51","0.81","0.54","0.27","0.27","0","0","1.19","3.94","2.24","0.49","1.86","0.65","0.02","0.07","0.36"
"234","Antoine Roussel","DAL, VAN","L","170","1969.75","11.586764705882","0.55","1.1","0.82","0.27","1.64","70.13","6.03","9.09","0.63","11.39","8.89","6.67","3.41","0.61","0.67","3.9","1.58","1.46","0.06","0.06","1.34","1.43","1.1","6.61","7.13","2.86","0.97","0.85","1.62"
"57","Ryan Kesler","ANA","C","104","1297.7","12.477884615385","0.42","0.28","0.05","0.23","0.69","48.39","5.83","7.14","0.66","10.08","8.37","6.2","3.38","0.28","0.97","1.76","0.88","0.88","0","0","0.92","1.48","1.11","7.12","4.02","2.73","32.83","25.75","2.59"
"656","Lawson Crouse","ARI","L","151","1741.2166666667","11.531236203091","0.62","0.62","0.48","0.14","1.24","66.67","7.41","8.37","0.65","12.23","10.3","6.82","3.38","0.38","0.69","1.69","0.59","0.41","0.17","0","1","1.52","1.48","16.71","4.93","2","1.45","1.93","1.48"
"397","Sean Couturier","PHI","C","222","3322.6666666667","14.966966966967","0.88","1.3","0.79","0.51","2.18","64.02","6.99","12.66","0.7","12.03","9.53","7.19","3.36","0.14","0.79","0.85","0.4","0.38","0.02","0","0.76","1.64","1.57","2.67","4.86","1.61","22.77","17.95","1.01"
"273","Nicolas Deslauriers","ANA, MTL","L","154","1519.6333333333","9.8677489177489","0.55","0.43","0.24","0.2","0.99","59.52","6.79","8.14","0.56","11.73","9.04","6.4","3.36","0.51","0.63","2.25","0.83","0.63","0.2","0","0.87","0.71","1.15","19.11","6.59","2.65","0","0.04","0.00"
"320","Chris Wagner","ANA, BOS, NYI","C, R","214","2339.7333333333","10.933333333333","0.44","0.44","0.28","0.15","0.87","55.74","6.64","6.56","0.63","11.69","9.39","6.85","3.36","0.51","0.56","1.85","0.85","0.79","0.05","0","0.82","1.38","0.95","16.41","7.49","2.03","7.49","7.33","1.30"
"430","Scott Laughton","PHI","C, L","203","2259.7166666667","11.131609195402","0.69","0.88","0.5","0.37","1.57","72.84","6.88","10.04","0.62","11.13","9.05","6.35","3.35","0.48","0.8","2.07","0.85","0.77","0.05","0.03","0.9","2.02","1.62","9.53","3.9","1.86","18.21","15.72","1.43"
"11","Joel Ward","S.J","R","52","538.06666666667","10.347435897436","0.33","0.67","0.33","0.33","1","64.29","4.01","8.33","0.53","8.36","5.8","6.13","3.35","0.22","0.11","2.01","1","1","0","0","0.56","1.23","2.01","3.9","6.13","2.23","9.81","10.26","5.45"
"557","Colby Cave","BOS, EDM","C","66","680.33333333333","10.308080808081","0.26","0.44","0.18","0.26","0.71","53.33","5.12","5.17","0.53","9","7.06","6.44","3.35","0.26","0.44","1.41","0.71","0.71","0","0","0.09","0.97","2.03","7.76","5.03","1.85","18.7","18.78","4.40"
"64","Brad Richardson","ARI","C, R","194","2307.95","11.896649484536","0.55","0.49","0.34","0.16","1.04","58.82","6.86","7.95","0.64","11.88","9.07","6.86","3.35","0.36","1.04","1.48","0.68","0.65","0.03","0","0.26","1.2","1.3","4.81","5.07","2.96","29.97","23.84","1.45"
"496","Andreas Johnsson","TOR","L","125","1510.6666666667","12.085333333333","0.83","1.23","0.71","0.52","2.07","65.00","7.15","11.67","0.63","11.76","9.57","7.35","3.34","0.32","0.6","1.43","0.71","0.71","0","0","0.75","1.67","1.51","3.93","5.68","2.46","0.36","0.64","1.43"
"629","Jack Eichel","BUF","C","203","3106.6666666667","15.303776683087","0.95","1.27","0.75","0.52","2.22","74.19","9.17","10.32","0.67","14.64","11.97","7.73","3.34","0.48","0.81","0.85","0.42","0.42","0","0","1.06","2.72","1.8","2.67","3.94","2.03","22.81","28.64","0.86"
"396","Mark Scheifele","WPG","C","203","3236.0166666667","15.940968801314","0.78","1.33","0.83","0.5","2.11","69.09","4.95","15.73","0.6","8.64","6.92","6.4","3.34","0.22","0.5","0.96","0.41","0.39","0","0.02","0.96","1.76","2.43","2.3","5.66","1.85","25.12","27.92","0.88"
"375","Rocco Grimaldi","COL, NSH","C, R","115","1261.55","10.97","0.76","1.38","0.76","0.62","2.14","76.27","8.85","8.60","0.71","14.17","11.56","8.51","3.33","0.67","1.33","0.67","0.33","0.33","0","0","1.14","1.52","2.62","2.66","3.8","1.66","0.24","0.43","1.70"
"409","Phillip Danault","MTL","C, L","195","2680.8166666667","13.747777777778","0.54","1.48","0.87","0.6","2.01","66.18","6.29","8.54","0.6","10.45","8.17","6.33","3.33","0.25","0.81","1.66","0.83","0.83","0","0","0.69","2.1","1.95","5.42","5.77","2.33","31.51","26.25","1.22"
"268","Marcus Foligno","MIN","L","208","2219.2666666667","10.669551282051","0.59","0.92","0.49","0.43","1.51","68.29","5.97","9.95","0.57","9.62","8.06","5.76","3.33","0.24","0.87","2.49","0.97","0.84","0.11","0.03","0.87","0.97","1.7","14.38","5.06","2.6","0.59","0.54","1.42"
"520","Ryan Hartman","CHI, MIN, NSH, PHI","L, R","220","2572.7666666667","11.694393939394","0.63","0.86","0.47","0.4","1.49","58.72","7.84","8.04","0.67","14.16","10.63","7.88","3.33","0.49","0.82","2.54","1.19","1.17","0.02","0","1.42","1.61","1.91","5.64","5.74","2.54","3.59","3.82","1.13"
"682","Mason Appleton","WPG","C","72","648.53333333333","9.0074074074074","0.65","0.93","0.65","0.28","1.57","60.71","6.38","10.14","0.56","11.38","9.34","6.57","3.33","0.28","0.56","0.93","0.37","0.37","0","0","0.37","1.11","0.83","4.07","7.86","2.04","0.28","0.65","2.78"
"472","Cedric Paquette","T.B","C","188","1892.4","10.065957446809","0.6","0.51","0.25","0.25","1.11","55.56","6.44","9.36","0.62","11.03","8.72","8.18","3.33","0.19","0.6","2.73","1.24","1.17","0.06","0","0.89","0.76","1.08","16.74","7.26","3.08","25.65","24.73","1.61"
"514","Andrew Copp","WPG","C","204","2386.9333333333","11.700653594771","0.63","0.93","0.45","0.48","1.56","62.00","6.31","9.96","0.6","11.11","8.55","6.38","3.32","0.43","0.65","0.6","0.3","0.3","0","0","0.55","1.73","1.81","5.4","4.83","1.83","15.28","12.77","1.37"
"590","Kasperi Kapanen","TOR","R","176","2194.2666666667","12.467424242424","0.77","1.01","0.46","0.55","1.78","68.42","7.93","9.66","0.69","14.16","10.96","8.15","3.31","0.68","0.66","0.85","0.36","0.33","0.03","0","0.46","1.78","1.75","5.55","4.4","0.88","0.05","0.25","0.50"
"735","Nick Suzuki","MTL","C","62","797.2","12.858064516129","0.53","1.05","0.68","0.38","1.58","75.00","5.95","8.86","0.58","10.16","8.28","6.47","3.31","0.38","0.9","0.15","0.08","0.08","0","0","0.53","1.81","1.73","3.84","5.34","2.03","16.48","17.39","3.66"
"395","Mika Zibanejad","NYR","C","200","2759.6","13.798","0.8","1.11","0.7","0.41","1.91","73.33","8.09","9.95","0.65","13.28","11.11","7.13","3.3","0.37","0.54","1.09","0.52","0.52","0","0","0.72","2.17","2.44","5.13","5.37","2.87","29.35","28.83","1.10"
"554","Anthony Mantha","DET","R","181","2619.3833333333","14.471731123389","0.78","1.1","0.73","0.37","1.88","70.69","8.09","9.63","0.68","14.2","10.99","7.72","3.3","0.55","0.66","1.35","0.57","0.5","0.07","0","0.46","2.93","1.74","4.17","2.95","1.76","0.98","1.6","0.87"
"139","Derick Brassard","COL, FLA, NYI, OTT, PIT","C","201","2585.55","12.863432835821","0.67","0.79","0.44","0.35","1.46","58.33","6.98","9.63","0.6","11.19","8.96","6.87","3.3","0.42","0.74","1.6","0.67","0.63","0.02","0.02","0.56","1.9","2.18","6.68","4.01","1.39","19.86","19.89","1.16"
"129","Trevor Lewis","L.A","C","158","1873.5666666667","11.858016877637","0.48","0.77","0.54","0.22","1.25","67.24","8.42","5.70","0.65","13.93","11.34","6.82","3.3","0.7","1.12","1.41","0.61","0.54","0.06","0","0.61","1.06","1.06","6.92","6.28","1.86","3.78","5.48","1.31"
"580","Brendan Perlini","ARI, CHI, DET","L","177","1943.0333333333","10.977589453861","0.74","0.4","0.19","0.22","1.14","57.81","7.26","10.21","0.65","14.54","10.56","8.31","3.3","0.59","0.4","1.3","0.62","0.62","0","0","0.52","1.11","0.99","4.57","4.11","1.91","0.09","0.28","0.77"
"676","Dominik Simon","PIT","C","162","2026.35","12.508333333333","0.53","1.13","0.65","0.47","1.66","63.64","6.99","7.63","0.62","12.26","9.53","7.14","3.29","0.44","0.65","1.3","0.62","0.62","0","0","0.65","1.95","2.37","4.97","5.21","1.45","0.74","1.24","1.10"
"452","Devin Shore","ANA, DAL","C","195","2241.1333333333","11.492991452991","0.46","0.75","0.51","0.24","1.2","68.18","5.41","8.42","0.55","9.85","7.6","6.51","3.29","0.32","0.72","0.48","0.24","0.24","0","0","0.67","0.96","1.53","5.43","5.33","3.05","4.6","5.57","1.21"
"133","Chris Stewart","CGY, MIN, PHI","R","70","674","9.6285714285714","0.71","0.62","0.45","0.18","1.34","57.69","5.88","12.12","0.55","9.26","7.92","5.43","3.29","0.36","0.45","1.69","0.71","0.62","0.09","0","0.8","0.98","0.8","7.39","2.31","1.6","0.27","0.53","2.97"
"248","Brayden Schenn","STL","C","214","3131.85","14.634813084112","0.65","1.21","0.67","0.54","1.86","69.29","6.49","10.03","0.67","10.59","8.81","7.72","3.28","0.31","0.63","1.71","0.71","0.61","0.1","0","0.52","1.72","2.11","6.78","4.23","1.36","20.63","22.41","0.92"
"390","Ryan Nugent-Hopkins","EDM","C","198","2762.95","13.954292929293","0.76","1.09","0.63","0.46","1.85","70.25","7.06","10.77","0.64","12.12","9.34","7.58","3.28","0.5","0.89","1.09","0.54","0.54","0","0","0.63","2.11","2.35","2.74","3.95","1.95","17.11","18.18","1.05"
"329","Mikael Granlund","MIN, NSH","C, R","209","2886.1","13.809090909091","0.6","1.1","0.67","0.44","1.7","68.91","7.32","8.24","0.67","12.93","10.12","7.19","3.28","0.39","0.81","0.79","0.39","0.39","0","0","0.79","1.43","1.77","2.43","5.86","2.25","3.53","3.95","0.98"
"605","Lucas Wallmark","CAR","C","150","1699.4","11.329333333333","0.53","0.6","0.35","0.25","1.13","61.54","6.99","7.58","0.69","11.26","9.43","6.6","3.28","0.42","0.99","1.77","0.88","0.88","0","0","0.42","1.34","1.52","4.87","4.02","1.69","28.6","26.83","1.82"
"261","Tomas Tatar","DET, MTL, VGK","L","224","3007.1666666667","13.424851190476","0.76","1.22","0.64","0.58","1.98","67.81","7.44","10.19","0.64","13.07","10.34","7.84","3.27","0.52","0.84","1.62","0.78","0.76","0.02","0","0.6","1.9","2.21","4.17","3.75","1.52","0.38","1.02","0.54"
"511","Oliver Bjorkstrand","CBJ","R","207","2552.35","12.330193236715","1.03","0.96","0.68","0.28","2","73.28","9.26","11.17","0.76","15.59","12.53","8.98","3.27","0.61","0.92","0.59","0.26","0.24","0.02","0","0.45","1.34","1.93","3.22","6.61","2.09","0.26","0.61","0.70"
"250","Nazem Kadri","COL, TOR","C","204","2696.0833333333","13.216094771242","0.98","0.93","0.53","0.4","1.91","70.49","8.57","11.43","0.71","15.56","11.86","8.97","3.25","0.42","0.53","1.94","0.78","0.69","0.07","0.02","1.29","2.25","2.14","5.03","6.9","1","25.73","22.77","1.18"
"745","David Kampf","CHI","C","169","1923.9666666667","11.384418145957","0.44","0.78","0.44","0.34","1.22","70.91","5.61","7.78","0.56","9.64","7.64","6.27","3.24","0.34","0.78","0.62","0.31","0.31","0","0","0.53","0.84","1.87","2.87","7.89","2.15","22.95","23.39","1.54"
"431","Mark Jankowski","CGY","C","198","2019.7333333333","10.200673400673","0.74","0.68","0.39","0.3","1.43","75.00","5.91","12.56","0.66","11.67","9.15","7.52","3.24","0.33","0.83","1.34","0.62","0.59","0.03","0","0.48","1.96","2.67","2.2","3.95","3.18","25.58","24.83","1.51"
"351","Ondrej Palat","T.B","L","179","2306.1333333333","12.883426443203","0.49","1.38","0.65","0.73","1.87","58.54","6.87","7.20","0.6","12.2","9.18","7.78","3.23","0.73","0.73","0.88","0.44","0.44","0","0","0.78","2.5","1.93","7.18","5.91","3.04","0.31","0.94","0.65"
"103","T.J. Oshie","WSH","R","202","2712.8166666667","13.429785478548","0.75","1.04","0.62","0.42","1.79","60.45","5.2","14.47","0.57","10.15","8.21","6.59","3.23","0.31","0.75","1.19","0.58","0.58","0","0","1","2.03","2.3","6.68","4.82","3.01","1.26","1.7","0.94"
"434","Zemgus Girgensons","BUF","C","203","2286.1","11.26157635468","0.45","0.6","0.26","0.34","1.05","64.52","6.27","7.11","0.54","10.29","8.48","5.88","3.23","0.18","0.37","1.02","0.47","0.45","0.03","0","0.68","0.76","0.76","9.5","7.3","1.29","1.39","2.1","1.05"
"615","Sammy Blais","STL","L","73","760.66666666667","10.420091324201","0.63","0.71","0.47","0.24","1.34","62.96","5.44","11.59","0.59","8.76","7.49","6.31","3.23","0.47","0.63","1.74","0.79","0.79","0","0","0.95","2.37","1.66","17.59","9.31","1.81","0.08","0.08","3.94"
"546","Valeri Nichushkin","COL, DAL","R","111","1230.5666666667","11.086186186186","0.49","1.02","0.39","0.63","1.51","56.36","6.92","7.04","0.59","11.12","9.02","6.97","3.22","0.34","0.54","0.1","0.05","0.05","0","0","0.83","2","2.39","6.63","4.88","2.24","0.2","0.2","2.44"
"196","Steven Stamkos","T.B","C","214","2897.3833333333","13.539174454829","0.99","1.8","1.2","0.6","2.8","77.59","7.14","13.91","0.61","13.25","9.88","8.22","3.21","0.27","0.89","1.43","0.66","0.64","0.02","0","0.83","2.07","1.47","3.69","3.85","1.88","19.78","17.77","1.09"
"350","Ryan Dzingel","CAR, CBJ, OTT","C, L","215","2899.5833333333","13.486434108527","0.83","0.99","0.64","0.35","1.82","66.17","6.31","13.11","0.61","10.91","8.4","7.04","3.21","0.19","0.64","0.99","0.5","0.5","0","0","0.5","1.57","1.22","2.86","2.75","1.61","1.2","1.78","0.83"
"421","Alex Galchenyuk","ARI, MIN, MTL, PIT","C, L","203","2370.7333333333","11.678489326765","0.53","0.84","0.53","0.3","1.37","77.14","6.63","8.02","0.63","12.38","9.31","7.16","3.21","0.38","1.11","1.27","0.63","0.63","0","0","0.58","2.18","1.42","3.16","4.86","1.95","4.83","4.99","1.25"
"307","Tyler Pitlick","DAL, PHI","C","181","2035.5166666667","11.245948434622","0.77","0.65","0.35","0.29","1.41","63.16","7.22","10.61","0.63","12.76","9.82","7.13","3.21","0.59","0.59","1.06","0.5","0.5","0","0","0.56","1.5","1.41","8.9","7.07","2.53","0.44","1.27","0.76"
"392","Jonathan Huberdeau","FLA","C, L","224","3188.9","14.236160714286","0.87","1.49","1","0.49","2.35","71.84","7.17","12.07","0.64","12.08","9.63","7.26","3.2","0.38","0.77","1.17","0.56","0.56","0","0","0.92","3.26","2.2","2.41","3.63","1.83","0.94","1.09","0.87"
"675","Conor Garland","ARI","R","109","1201.7166666667","11.024923547401","1.2","0.65","0.2","0.45","1.85","74.00","10.34","11.59","0.72","16.13","13.68","8.39","3.2","0.5","0.85","1.1","0.5","0.5","0","0","0.8","1.45","2.2","2.5","6.84","1.8","0.5","0.45","2.63"
"221","Gustav Nyquist","CBJ, DET, S.J","C, R","224","3200.4833333333","14.28787202381","0.69","1.05","0.67","0.37","1.74","68.38","7.82","8.87","0.65","12.88","10.33","7.48","3.19","0.37","0.73","0.56","0.28","0.28","0","0","0.66","2.4","1.86","2.32","3.19","1.42","0.51","0.51","0.94"
"114","Tom Pyatt","OTT","L","118","1315.1666666667","11.145480225989","0.27","0.68","0.36","0.32","0.96","63.64","5.25","5.22","0.47","8.49","6.57","5.47","3.19","0.18","0.64","0.36","0.18","0.18","0","0","0.5","1.05","0.96","3.19","8.17","5.11","2.6","4.24","1.73"
"189","Wayne Simmonds","N.J, NSH, PHI","R","213","2668.05","12.526056338028","0.47","0.67","0.4","0.27","1.15","64.56","6.41","7.37","0.6","11.31","8.66","6.7","3.19","0.25","0.7","2.16","0.85","0.74","0.09","0.02","0.72","1.51","1.8","8.34","4.18","2.2","0.61","1.01","0.84"
"418","Luke Glendening","DET","C, R","198","2311.1166666667","11.672306397306","0.47","0.49","0.34","0.16","0.96","56.06","5.66","8.26","0.57","8.9","7.81","6.05","3.19","0.18","0.57","0.57","0.29","0.29","0","0","0.39","0.88","0.93","11.5","6.36","4.54","28.53","20.35","1.52"
"402","J.T. Miller","NYR, T.B, VAN","C, L","217","2838.1833333333","13.079185867896","0.74","1.23","0.61","0.61","1.97","63.27","6.07","12.20","0.61","10.82","8.75","6.89","3.17","0.3","0.7","1.52","0.66","0.63","0","0.02","0.66","2.35","2.37","6.76","4.21","1.5","16.66","13.95","1.15"
"413","Jonathan Marchessault","VGK","C","215","3080.7","14.328837209302","0.84","1.32","0.9","0.43","2.16","69.81","10.15","8.25","0.8","17.29","13.17","9.08","3.17","0.6","0.93","1.32","0.66","0.66","0","0","0.72","2.53","2.51","5.14","4.67","1.03","6.64","9.64","0.79"
"372","Jean-Gabriel Pageau","OTT","C","175","2407.7166666667","13.758380952381","0.67","0.7","0.32","0.37","1.37","65.48","6.83","9.85","0.58","11.09","9.39","5.78","3.16","0.35","0.67","0.85","0.42","0.42","0","0","0.72","1.84","1.42","6.98","4.93","2.84","24.92","22.1","1.32"
"643","Brock Boeser","VAN","R","187","2607.5333333333","13.944028520499","1.01","1.04","0.55","0.48","2.05","65.44","7.73","13.10","0.68","14.15","10.4","8.24","3.15","0.48","0.69","0.74","0.35","0.35","0","0","0.48","1.33","1.73","1.5","2.55","1.27","1.15","1.96","0.85"
"583","Dylan Larkin","DET","C","220","3477.7","15.807727272727","0.66","1.33","0.78","0.55","1.98","76.16","9.09","7.21","0.7","15.92","12.46","8.21","3.14","0.47","0.85","1.54","0.72","0.71","0.02","0","1.09","3.43","2.21","2.95","3.31","1.74","26.05","25.5","0.87"
"479","Connor Brown","OTT, TOR","R","224","2793.2333333333","12.469791666667","0.54","1.03","0.6","0.43","1.57","65.18","6.21","8.65","0.58","10.78","9.02","6.59","3.14","0.43","0.6","0.99","0.45","0.45","0","0","0.41","1.31","1.95","1.68","4.68","1.53","1.48","2.19","0.87"
"429","Tanner Pearson","L.A, PIT, VAN","L","222","2792.7833333333","12.580105105105","0.69","0.77","0.39","0.39","1.46","64.15","8.03","8.56","0.68","13.73","11.06","7.45","3.14","0.6","0.86","1.16","0.52","0.47","0.04","0","0.79","1.61","1.44","6.62","5.44","2","0.56","1.01","0.77"
"251","Magnus Paajarvi","OTT, STL","L","159","1755.7","11.04213836478","0.55","0.38","0.1","0.27","0.92","62.79","7.52","7.27","0.61","10.94","9.26","6.01","3.14","0.38","0.89","0.48","0.24","0.24","0","0","0.21","0.92","1.16","5.57","5.4","2.94","0.03","0.24","0.43"
"754","Eric Robinson","CBJ","L","55","591.8","10.76","0.51","0.51","0.3","0.2","1.01","47.62","8.01","6.33","0.64","13.18","10.54","7.81","3.14","0.81","0.81","0.81","0.41","0.41","0","0","0.51","1.52","0.91","9.23","7.81","1.22","0.3","0.61","3.38"
"700","Jesse Puljujarvi","EDM","R","111","1338.5","12.058558558559","0.63","0.45","0.31","0.13","1.08","55.81","7.89","7.95","0.68","14.34","10.98","7.67","3.14","0.54","1.03","1.26","0.63","0.63","0","0","0.4","3.09","2.11","5.02","6.01","2.2","0.09","0.22","1.28"
"12","Marian Gaborik","L.A, OTT","R","46","535.8","11.647826086957","0.78","0.56","0.56","0","1.34","66.67","6.27","12.50","0.67","13.89","10.08","7.95","3.14","0.45","0.67","1.57","0.78","0.78","0","0","0.45","2.02","1.46","1.23","2.69","1.01","0","0","-"
"614","Kevin Labanc","S.J","R","218","2603.5","11.942660550459","0.69","1.04","0.6","0.44","1.73","65.79","7.35","9.40","0.69","13.78","10.6","8.27","3.13","0.41","0.65","1.75","0.85","0.85","0","0","0.67","1.71","1.66","2.93","5.16","1.27","0.35","0.67","0.79"
"144","Michael Frolik","BUF, CGY","R","188","2342.05","12.457712765957","0.56","0.87","0.46","0.41","1.43","66.67","8.51","6.63","0.6","14.45","11.55","7.86","3.13","0.59","0.82","1.64","0.82","0.82","0","0","0.51","2.41","2.38","3.33","5.92","1.54","1.2","1.61","1.09"
"239","Kyle Palmieri","N.J","C, R","191","2511.1833333333","13.147556719023","0.93","0.74","0.38","0.36","1.67","61.40","7.74","12.04","0.65","13.02","10.63","7.05","3.13","0.24","0.74","1.58","0.79","0.79","0","0","1.19","1.48","1.79","5.33","5.52","2.41","1.17","2.65","0.73"
"222","Derek Grant","ANA, PIT","C","170","1645.9833333333","9.6822549019608","0.69","0.87","0.58","0.29","1.57","69.35","6.49","10.67","0.56","10.83","8.82","5.94","3.13","0.4","0.66","1.35","0.62","0.58","0.04","0","0.44","1.31","1.57","7.04","5.36","2.62","24.79","21.94","1.93"
"597","Ivan Barbashev","STL","C","191","2052.6","10.746596858639","0.73","0.91","0.61","0.29","1.64","78.87","4.41","16.56","0.56","8.83","6.9","6.34","3.13","0.12","0.56","0.88","0.35","0.29","0.06","0","0.91","1.43","2.16","7.95","4.71","2.1","10.2","12.39","1.32"
"300","Greg McKegg","CAR, NYR, PIT","C","112","1017.9166666667","9.0885416666667","0.47","0.53","0.35","0.18","1","58.62","4.54","10.39","0.56","7.72","6.31","5.89","3.12","0.35","0.53","1.53","0.77","0.77","0","0","0.59","1.3","1.71","6.01","6.96","2.59","17.68","18.33","2.89"
"242","Alex Chiasson","EDM, WSH","R","188","2096.6833333333","11.152570921986","0.6","0.52","0.37","0.14","1.12","54.93","5.24","11.48","0.55","9.36","7.44","5.81","3.12","0.31","0.69","1.55","0.63","0.6","0","0.03","0.31","1.55","1.69","5.09","7.58","1.77","0.4","1","0.82"
"481","Alexander Kerfoot","COL, TOR","C","213","2511.4166666667","11.7906885759","0.72","0.96","0.62","0.33","1.67","66.67","5.28","13.57","0.53","8.82","7.02","6.31","3.11","0.24","0.57","1.82","0.88","0.88","0","0","0.74","1.55","1.74","2.44","7.31","2.34","14.26","15.22","1.16"
"655","Mathieu Joseph","T.B","R","107","1099.9666666667","10.280062305296","0.93","0.65","0.44","0.22","1.58","60.42","6.44","14.41","0.55","11.78","9","7.31","3.11","0.49","0.93","1.85","0.87","0.87","0","0","0.93","1.75","2.07","9.55","8.67","1.2","0.6","1.69","1.43"
"414","Barclay Goodrow","S.J","C, R","188","1975.25","10.50664893617","0.61","0.7","0.3","0.39","1.31","55.84","6.04","10.05","0.6","10.15","8.35","6.11","3.1","0.36","0.61","2.95","1.03","0.79","0.21","0.03","0.67","1.22","2.25","9.72","7.59","3.8","19.26","15.98","1.66"
"51","Dustin Brown","L.A","L, R","209","3039.0666666667","14.540988835726","0.61","1.05","0.71","0.34","1.66","64.12","8.07","7.58","0.65","14.08","10.98","7.58","3.1","0.3","0.71","0.95","0.41","0.38","0.04","0","0.73","1.88","1.48","7.4","5.17","1.16","0.36","0.63","0.71"
"400","Sven Baertschi","VAN","L","85","1044.9833333333","12.293921568627","0.69","0.8","0.57","0.23","1.49","63.41","5.28","13.04","0.54","8.84","7.12","5.91","3.1","0.52","0.63","1.15","0.57","0.57","0","0","0.8","0.98","1.32","2.24","4.36","2.18","0.11","0.34","1.44"
"326","Ryan Johansen","NSH","C","218","2908.1","13.339908256881","0.6","1.28","0.68","0.6","1.88","63.64","5.18","11.55","0.58","8.23","6.68","5.28","3.09","0.21","0.7","2.08","0.93","0.87","0.06","0","0.54","1.73","1.86","3.98","2.41","1.42","32.97","27.19","1.13"
"621","Frank Vatrano","BOS, FLA","C","182","2138.85","11.751923076923","0.93","0.7","0.34","0.36","1.63","75.32","9.82","9.43","0.76","15.65","12.62","7.88","3.09","0.65","1.09","2.02","1.01","1.01","0","0","1.18","1.26","1.88","7.35","5.19","3.14","0.87","1.37","1.09"
"522","Adam Erne","DET, T.B","L","140","1418.4166666667","10.131547619048","0.42","0.63","0.3","0.34","1.06","55.56","6.09","6.94","0.53","11.21","8.67","6.3","3.09","0.63","0.63","1.73","0.63","0.55","0.04","0.04","0.55","1.57","0.93","13.79","4.19","2.33","1.27","0.93","2.44"
"126","Nick Foligno","CBJ","L","203","2803.2666666667","13.809195402299","0.64","0.9","0.32","0.58","1.54","58.54","6.68","9.62","0.58","10.23","8.3","6.27","3.08","0.47","0.73","1.39","0.54","0.43","0.11","0","0.62","1.39","1.84","10.79","3.21","2.76","8.52","9.05","1.04"
