"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","ixG/60","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"423","Derek Ryan","CGY","C","59","691.5","11.720338983051","0.69","1.21","0.69","0.52","1.91","78.57","7.03","9.88","0.56","11.28","9.02","6.94","2.95","0.26","1.04","0.52","0.26","0.26","0","0","0.35","1.56","1.82","0.95","3.38","2.34","24.56","21.08","4.67"
"345","Sam Reinhart","BUF","C","60","959.61666666667","15.993611111111","0.94","1.19","0.81","0.38","2.13","72.34","5.5","17.05","0.54","10.63","8.5","6.32","2.94","0.38","0.38","0.25","0.13","0.13","0","0","0.44","1.44","1.19","1.94","3.81","1.06","0.81","1.38","2.32"
"330","Max Domi","MTL","C","62","837.33333333333","13.505376344086","0.57","0.93","0.64","0.29","1.5","55.26","7.6","7.55","0.61","14.04","10.46","6.95","2.94","0.86","0.64","0.72","0.36","0.36","0","0","0.93","2.94","2.01","1.72","3.15","0.64","18.77","20.42","3.43"
"17","Dustin Brown","L.A","L, R","56","796.98333333333","14.231845238095","0.68","0.83","0.68","0.15","1.51","66.67","8.73","7.76","0.69","15.13","11.89","7.75","2.94","0.45","1.05","0.6","0.3","0.3","0","0","0.6","1.81","1.36","7.75","5.5","0.75","0.38","0.38","3.76"
"182","Riley Sheahan","EDM","C","55","552.3","10.041818181818","0.54","0.54","0.43","0.11","1.09","62.50","5.11","10.64","0.56","8.69","7.28","5.76","2.93","0.22","0.33","0.43","0.22","0.22","0","0","0.54","1.85","2.06","2.17","5.54","1.74","28.03","25.96","5.64"
"311","Ryan Hartman","MIN","R","59","642.73333333333","10.893785310734","0.56","0.65","0.37","0.28","1.21","48.15","8.03","6.98","0.63","14","10.74","7","2.89","0.47","1.12","2.8","1.4","1.4","0","0","1.21","1.21","2.33","3.08","3.92","3.73","5.97","4.85","5.15"
"312","Adam Erne","DET","L","52","560.83333333333","10.785256410256","0.21","0.21","0.21","0","0.43","50.00","5.88","3.64","0.45","9.95","7.49","4.81","2.89","0.64","0.53","1.07","0.53","0.53","0","0","0.32","2.67","0.32","14.12","2.78","2.57","1.93","1.18","6.64"
"258","Teuvo Teravainen","CAR","L","59","774.1","13.120338983051","0.47","1.86","1.32","0.54","2.33","65.22","7.13","6.52","0.57","12.94","10.08","6.98","2.87","0.47","0.39","0.31","0.16","0.16","0","0","0.31","2.09","2.25","0.93","2.17","1.16","1.24","1.4","3.65"
"425","Dominik Simon","PIT","C","58","796.51666666667","13.733045977011","0.53","1.05","0.53","0.53","1.58","65.63","6.33","8.33","0.54","11.45","8.81","6.55","2.86","0.3","0.53","0.9","0.38","0.38","0","0","0.53","1.88","2.79","3.39","4.75","0.98","1.13","1.66","3.05"
"353","Dylan Larkin","DET","C","62","990.26666666667","15.972043010753","0.55","1.15","0.61","0.55","1.7","66.67","8.54","6.38","0.6","14.54","11.09","8.36","2.85","0.3","0.79","1.03","0.36","0.3","0.06","0","1.15","3.15","1.76","2.12","2.42","2","24.3","24.05","3.04"
"336","Conor Sheary","BUF","L","53","610.05","11.510377358491","0.79","0.79","0.49","0.3","1.57","64.00","7.47","10.53","0.65","11.8","9.93","7.38","2.85","0.59","0.49","0.2","0.1","0.1","0","0","0.89","1.28","1.48","2.46","3.74","2.16","0.1","0","9.84"
"442","Sam Steel","ANA","C","55","701.08333333333","12.74696969697","0.26","0.77","0.34","0.43","1.03","54.55","4.62","5.56","0.53","9.33","7.19","6.08","2.82","0.34","0.6","1.2","0.51","0.51","0","0","0.68","1.88","1.71","1.63","5.22","1.88","23.36","21.82","4.42"
"210","Adam Lowry","WPG","C, L","47","573.68333333333","12.206028368794","0.21","0.52","0.21","0.31","0.73","46.67","5.86","3.57","0.49","9.73","7.63","6.38","2.82","0.42","0.31","1.36","0.52","0.42","0.1","0","0.21","0.73","2.09","13.07","6.28","1.67","27.51","21.54","5.86"
"30","Blake Wheeler","WPG","R","61","835.93333333333","13.703825136612","0.86","0.86","0.36","0.5","1.72","75.00","7.46","11.54","0.67","12.7","10.69","8.25","2.8","0.57","1.08","0.86","0.43","0.43","0","0","1.08","2.3","1.94","6.24","3.09","2.51","18.3","18.45","3.57"
"359","Robby Fabbri","DET, STL","C","53","664.21666666667","12.532389937107","0.72","0.99","0.63","0.36","1.72","76.00","6.41","11.27","0.54","10.03","8.22","6.5","2.8","0.27","0.45","0.72","0.36","0.36","0","0","1.26","1.63","0.9","4.52","6.68","1.08","1.26","1.9","3.61"
"189","Ryan Johansen","NSH","C","59","730.91666666667","12.388418079096","0.66","0.9","0.33","0.57","1.56","59.38","5.25","12.50","0.57","7.72","6.65","5.01","2.79","0.33","0.99","1.56","0.66","0.57","0.08","0","0.41","1.4","1.97","2.63","2.71","2.13","30.13","26.35","4.38"
"47","James Neal","EDM","L","50","644.33333333333","12.886666666667","0.47","0.37","0.09","0.28","0.84","47.37","6.24","7.46","0.56","13.5","9.41","7.73","2.79","0.47","0.65","0.37","0.19","0.19","0","0","0.37","1.68","1.77","7.17","3.91","1.21","0.84","1.68","3.10"
"181","Jaden Schwartz","STL","C, L","60","847","14.116666666667","0.5","1.13","0.64","0.5","1.63","85.19","7.3","6.80","0.58","12.4","9.49","7.79","2.76","0.35","0.5","0.57","0.28","0.28","0","0","1.28","1.42","2.55","2.83","6.3","1.56","0.43","0.64","2.83"
"363","Adrian Kempe","L.A","C, L","59","694.73333333333","11.775141242938","0.35","0.69","0.43","0.26","1.04","80.00","6.56","5.26","0.56","11.49","8.72","5.61","2.76","0.52","0.6","1.38","0.69","0.69","0","0","0.6","1.47","1.64","4.84","3.45","0.86","6.22","9.85","3.34"
"87","Patrick Kane","CHI","R","60","983.13333333333","16.385555555556","0.92","1.83","1.22","0.61","2.75","88.24","9.22","9.93","0.66","15.2","11.35","9.22","2.75","0.43","0.55","0.98","0.49","0.49","0","0","0.79","1.46","2.14","1.34","2.75","0.92","0.06","0.06","3.05"
"373","Lucas Wallmark","CAR","C","58","610.21666666667","10.520977011494","0.69","0.69","0.49","0.2","1.38","66.67","6.39","10.77","0.59","10.03","8.55","5.31","2.75","0.29","0.69","1.38","0.69","0.69","0","0","0.79","0.88","1.38","4.52","4.92","1.67","28.22","27.24","5.00"
"306","Andrew Copp","WPG","C","53","719.05","13.566981132075","0.75","0.67","0.5","0.17","1.42","68.00","7.26","10.34","0.56","12.1","9.51","6.59","2.75","0.83","0.5","0.67","0.33","0.33","0","0","1","1.59","2.25","4.26","4.84","1.34","16.02","12.35","4.71"
"63","Claude Giroux","PHI","C, R","60","831.6","13.86","0.58","1.01","0.43","0.58","1.59","57.89","7.5","7.69","0.57","12.7","10.1","7.07","2.74","0.29","0.58","1.01","0.51","0.51","0","0","0.87","1.66","1.88","2.45","1.73","0.87","29.44","20.78","4.23"
"116","Derek Stepan","ARI","C","63","832.76666666667","13.218518518519","0.43","0.58","0.43","0.14","1.01","58.33","6.84","6.32","0.56","12.68","10.09","5.98","2.74","0.29","0.58","0.58","0.29","0.29","0","0","0.65","1.73","1.87","2.16","3.67","2.74","26.66","29.04","3.45"
"207","Johnny Gaudreau","CGY","L","61","883.85","14.489344262295","0.61","1.09","0.81","0.27","1.7","71.43","8.62","7.09","0.72","14.26","11.2","8.15","2.72","0.48","1.09","0.68","0.34","0.34","0","0","0.61","3.05","1.97","0.07","1.09","0.61","0","0","-"
"453","Alex Nylander","CHI","L","55","598.75","10.886363636364","0.8","0.9","0.7","0.2","1.7","73.91","7.72","10.39","0.55","12.53","10.02","6.81","2.71","1.1","0.3","0.8","0.4","0.4","0","0","0.9","1.8","2.1","2.3","5.91","1.2","0.3","1.1","2.15"
"341","Melker Karlsson","S.J","C","55","532.46666666667","9.6812121212121","0.45","0.56","0.23","0.34","1.01","56.25","4.96","9.09","0.47","8.23","6.31","5.18","2.7","0.23","0.68","1.58","0.79","0.79","0","0","0.34","0.79","1.58","4.06","4.73","2.48","1.24","1.35","5.39"
"6","Ilya Kovalchuk","L.A, MTL","L","37","511.16666666667","13.815315315315","0.59","0.82","0.59","0.23","1.41","63.16","7.04","8.33","0.58","11.97","9.04","6.69","2.7","0.47","0.82","1.41","0.7","0.7","0","0","0.82","2.35","0.94","3.99","2.35","1.64","0.82","1.06","5.14"
"71","Mathieu Perreault","WPG","C, L","46","537.83333333333","11.692028985507","0.56","0.78","0.22","0.56","1.34","70.59","6.81","8.20","0.56","10.93","8.92","6.14","2.68","0.45","1","0.67","0.33","0.33","0","0","0.45","1.12","1.78","6.58","1.78","2.01","1.12","0.67","6.97"
"34","Blake Comeau","DAL","L","46","559.56666666667","12.164492753623","0.75","0.75","0.32","0.43","1.5","93.33","5.68","13.21","0.42","9.76","6.86","5.36","2.68","0.21","0.75","2.79","1.39","1.39","0","0","0.64","2.36","1.82","9.11","3.86","1.5","3.22","3.86","4.87"
"68","Nicklas Backstrom","WSH","C","51","695.6","13.639215686275","0.35","1.29","0.86","0.43","1.64","51.35","6.21","5.56","0.5","10.95","8.28","5.61","2.67","0.35","0.6","0.69","0.35","0.35","0","0","0.6","2.07","2.33","1.98","2.85","2.67","30.62","30.28","4.34"
"213","Jean-Gabriel Pageau","OTT","C","58","832.75","14.35775862069","1.01","0.5","0.22","0.29","1.51","60.00","6.92","14.58","0.6","10.95","9.37","5.62","2.67","0.29","0.79","0.43","0.22","0.22","0","0","0.79","1.3","1.15","7.35","4.25","2.52","24.71","21.76","3.83"
"224","Jonathan Huberdeau","FLA","C, L","60","842.2","14.036666666667","1","1.71","1.14","0.57","2.71","65.52","6.84","14.58","0.58","11.75","9.19","6.98","2.64","0.28","0.43","1.28","0.64","0.64","0","0","1","3.49","2.35","2.78","3.78","1.28","1.42","2.28","2.74"
"427","Adam Gaudette","VAN","C","50","523.48333333333","10.469666666667","0.57","1.03","0.57","0.46","1.6","73.68","5.5","10.42","0.54","11.92","8.83","7.22","2.64","0.23","0.69","3.55","1.03","0.8","0.11","0.11","0.69","1.15","2.18","3.09","4.24","1.49","14.67","20.97","4.72"
"166","Calle Jarnkrok","NSH","C","54","660.78333333333","12.236728395062","0.54","1.09","0.73","0.36","1.63","66.67","7.9","6.90","0.64","13.71","10.9","7.63","2.63","0.45","0.64","0.73","0.36","0.36","0","0","0.64","0.54","1.45","2.27","5.18","1.45","1.45","2","3.82"
"377","Anders Bjork","BOS","L","53","621.88333333333","11.733647798742","0.77","0.87","0.48","0.39","1.64","65.38","5.6","13.79","0.5","10.9","8.3","7.04","2.6","0.29","0.77","0.77","0.39","0.39","0","0","0.48","1.25","1.74","3.76","7.33","1.74","0.1","0.1","4.82"
"485","Kaapo Kakko","NYR","R","55","650.35","11.824545454545","0.46","0.18","0.09","0.09","0.65","53.85","6.18","7.46","0.44","11.07","8.03","5.9","2.58","0.55","0.55","1.29","0.65","0.65","0","0","0.92","1.38","2.58","1.48","4.34","0.92","0.18","0.18","4.61"
"72","Alex Killorn","T.B","C, L","58","702.33333333333","12.109195402299","1.2","0.94","0.43","0.51","2.14","64.10","6.49","18.42","0.5","10.76","8.46","6.32","2.56","0.17","0.77","1.03","0.51","0.51","0","0","0.34","1.28","1.54","3.16","4.44","0.77","0.26","0.51","2.85"
"170","Johan Larsson","BUF","C, L","53","655.95","12.37641509434","0.46","0.82","0.64","0.18","1.28","58.33","4.02","11.36","0.45","7.23","5.95","4.3","2.56","0","0.27","1.28","0.64","0.64","0","0","0.37","1.55","1.19","6.77","8.32","1.83","19.3","20.03","4.49"
"408","Jack Roslovic","WPG","C","61","797.83333333333","13.079234972678","0.75","0.9","0.75","0.15","1.65","61.11","6.47","11.63","0.53","11.51","8.87","6.92","2.56","0.53","0.15","0.6","0.3","0.3","0","0","0.53","2.56","1.43","3.23","4.59","1.35","3.99","3.99","3.76"
"168","Jason Zucker","MIN, PIT","L","49","635.3","12.965306122449","0.85","1.13","0.76","0.38","1.98","67.74","6.8","12.50","0.55","9.92","8.78","5.76","2.55","0.57","0.38","1.61","0.66","0.57","0.09","0","0.85","1.98","1.98","3.21","3.4","1.61","0.85","2.27","2.58"
"269","Jujhar Khaira","EDM","L","53","564.48333333333","10.650628930818","0.64","0.21","0.11","0.11","0.85","66.67","5.85","10.91","0.5","9.99","7.33","5.1","2.55","0","0.74","2.44","1.06","0.96","0.11","0","1.06","2.66","1.06","11.27","7.33","1.49","1.17","0.85","6.15"
"283","Vinnie Hinostroza","ARI","C, R","62","738.16666666667","11.905913978495","0.41","1.14","0.24","0.89","1.54","70.37","9.02","4.50","0.6","14.39","11.05","6.99","2.52","0.73","0.89","0.98","0.49","0.49","0","0","0.98","1.54","1.95","3.5","6.42","1.79","1.87","2.52","3.46"
"191","Mark Pysyk","FLA","D","49","574.71666666667","11.728911564626","0.73","0.73","0.42","0.31","1.46","56.00","5.53","13.21","0.45","9.19","6.68","4.38","2.51","0.63","0.42","1.67","0.84","0.84","0","0","0.31","1.15","1.36","4.18","3.13","3.13","0.21","0.31","4.18"
"69","Michael Frolik","BUF, CGY","R","53","575.48333333333","10.858176100629","0.42","0.52","0.31","0.21","0.94","90.00","6.36","6.56","0.48","12.09","9.07","6.46","2.5","0.52","0.31","2.29","1.15","1.15","0","0","0.52","2.71","2.71","2.82","6.99","1.56","0.63","1.36","3.29"
"290","Carter Rowney","ANA","C, R","60","600.5","10.008333333333","0.3","0.6","0.5","0.1","0.9","52.94","4.3","6.98","0.41","7.99","6.59","5.3","2.5","0.4","0.5","1","0.5","0.5","0","0","0.7","2","1.3","15.59","5.1","2.7","2.7","2.5","5.19"
"152","Richard Panik","WSH","R","49","507.48333333333","10.356802721088","0.83","0.83","0.47","0.35","1.66","56.00","6.38","12.96","0.48","11.47","8.63","6.27","2.48","0.35","0.47","1.89","0.95","0.95","0","0","0.71","2.6","1.77","7.57","5.08","1.54","1.06","0.71","7.09"
"7","Mikko Koivu","MIN","C","45","532.4","11.831111111111","0.11","0.34","0.23","0.11","0.45","25.00","4.85","2.33","0.53","8.56","6.99","4.62","2.48","0.11","0.56","1.8","0.9","0.9","0","0","0.23","0.79","2.82","2.25","1.69","2.48","30.09","25.47","6.10"
"382","Frank Vatrano","FLA","C","60","705.86666666667","11.764444444444","0.68","1.28","0.6","0.68","1.96","88.46","8.93","7.62","0.59","13.86","11.05","7.06","2.47","0.94","1.19","1.53","0.77","0.77","0","0","1.28","0.94","2.13","6.55","4.59","2.38","0.85","2.04","2.50"
"275","Teddy Blueger","PIT","C","58","751.68333333333","12.960057471264","0.72","0.48","0.32","0.16","1.2","65.22","6.31","11.39","0.54","9.18","7.5","5.51","2.47","0.24","0.56","0.32","0.16","0.16","0","0","0.16","1.04","1.2","6.15","7.02","1.68","21.87","23.71","3.83"
"361","Jared McCann","PIT","C","56","709.55","12.670535714286","0.93","0.93","0.34","0.59","1.86","57.89","9.22","10.09","0.67","15.14","12.51","8.29","2.45","0.51","0.51","0.85","0.42","0.42","0","0","0.76","1.52","1.86","6.34","5.5","1.78","16.66","19.28","3.92"
"104","Josh Bailey","NYI","C, R","59","759.4","12.871186440678","0.55","1.03","0.79","0.24","1.58","71.43","4.03","13.73","0.4","7.35","5.61","4.42","2.45","0.16","0.16","0","0","0","0","0","0.4","3","2.05","1.42","2.37","2.77","6.72","5.77","4.25"
"165","Mats Zuccarello","MIN","C, R","55","713.6","12.974545454545","0.84","1.18","0.5","0.67","2.02","72.73","5.63","14.93","0.48","9.84","7.74","4.54","2.44","0.34","0.42","0.84","0.42","0.42","0","0","1.09","1.09","2.02","0.92","2.77","2.69","0.42","0.17","6.01"
"83","Kyle Turris","NSH","C","52","613.91666666667","11.80608974359","0.68","1.08","0.78","0.29","1.76","62.07","4.98","13.73","0.47","9.48","6.74","5.57","2.44","0.59","1.17","1.17","0.59","0.59","0","0","0.49","1.95","1.66","1.27","4.2","1.56","17.59","18.47","4.77"
"439","Patrik Laine","WPG","R","59","922.4","15.633898305085","0.91","1.17","0.59","0.59","2.08","71.11","8.72","10.45","0.55","14.83","11.12","7.03","2.41","0.59","1.11","0.65","0.33","0.33","0","0","0.59","2.67","1.56","5.33","2.93","1.82","0.46","0.85","2.28"
"82","Riley Nash","CBJ","C","56","573.03333333333","10.232738095238","0.31","0.84","0.52","0.31","1.15","61.11","5.34","5.88","0.41","7.85","6.07","4.92","2.41","0.31","1.05","0.84","0.42","0.42","0","0","0.21","0.84","1.78","5.97","6.81","3.04","18.64","20.63","4.97"
"205","Josh Archibald","EDM","R","51","525.48333333333","10.303594771242","0.57","0.57","0.46","0.11","1.14","62.50","5.37","10.64","0.5","10.5","8.56","6.28","2.4","0.11","0.11","0.91","0.46","0.46","0","0","0.57","1.03","1.6","15.3","7.19","2.85","0","0.11","0.00"
"415","Joel Eriksson Ek","MIN","C","52","658.08333333333","12.655448717949","0.55","1.46","0.82","0.64","2.01","62.86","7.02","7.79","0.57","10.3","8.39","5.65","2.37","0.55","0.82","1.46","0.73","0.73","0","0","1.09","1.46","1.19","7.02","5.29","2.74","21.61","24.89","4.24"
"222","Ryan Nugent-Hopkins","EDM","C","54","743.28333333333","13.76450617284","0.73","1.13","0.81","0.32","1.86","69.70","7.18","10.11","0.6","12.83","9.44","7.59","2.34","0.65","1.29","1.13","0.57","0.57","0","0","0.57","1.94","2.74","2.02","3.63","2.34","14.21","13.24","4.18"
"84","Colton Sceviour","FLA","C","60","615.71666666667","10.261944444444","0.58","0.88","0.58","0.29","1.46","60.00","7.99","7.32","0.56","12.08","10.43","6.43","2.34","0.19","1.85","0.58","0.29","0.29","0","0","0.49","2.14","1.85","6.92","6.14","4","3.51","5.55","3.77"
"180","Austin Watson","NSH","L","50","517.81666666667","10.356333333333","0.7","0.46","0","0.46","1.16","58.82","5.1","13.64","0.44","8.92","7.42","4.52","2.32","0.23","0.12","2.78","1.04","0.81","0.23","0","0.93","1.97","1.27","13.67","4.4","4.4","0.7","0.7","5.79"
"438","Alex DeBrincat","CHI","L, R","60","800.25","13.3375","0.37","1.35","0.97","0.37","1.72","74.19","9.15","4.10","0.69","16.12","11.62","8.92","2.32","0.67","0.6","0.6","0.3","0.3","0","0","0.75","2.25","2.4","3.9","4.42","1.27","0.45","0.6","3.21"
"431","Brandon Tanev","PIT","L","58","705.4","12.162068965517","0.51","0.94","0.17","0.77","1.45","77.27","5.7","8.96","0.41","9.1","7.23","5.02","2.3","0.17","0.68","0.51","0.26","0.26","0","0","1.11","2.47","1.79","17.18","11.91","3.4","0.09","0.51","1.22"
"272","Chris Tierney","OTT","C","60","786.43333333333","13.107222222222","0.38","1.22","0.61","0.61","1.6","67.74","4.88","7.81","0.45","8.77","7.02","5.57","2.29","0.08","0.69","0.76","0.38","0.38","0","0","0.69","1.75","1.75","2.75","2.75","1.68","24.64","23.12","3.94"
"45","Andrew Cogliano","DAL","C","59","627.7","10.638983050847","0.19","1.05","0.86","0.19","1.24","72.22","4.78","4.00","0.46","7.46","6.4","4.87","2.29","0.1","0.38","1.72","0.86","0.86","0","0","0.76","1.62","1.34","6.69","3.54","1.82","0.96","0.96","4.78"
"267","Chandler Stephenson","VGK, WSH","C","56","663.26666666667","11.844047619048","0.63","0.81","0.54","0.27","1.45","45.71","4.16","15.22","0.46","8.23","7.06","5.07","2.26","0.36","0.63","0.9","0.36","0.36","0","0","0.18","1.18","2.53","3.89","5.34","1.99","16.01","18.82","4.16"
"52","Darren Helm","DET","C, L","59","692.16666666667","11.731638418079","0.69","0.43","0.17","0.26","1.13","76.47","6.67","10.39","0.51","10.49","8.15","5.89","2.25","0.61","0.78","1.82","0.78","0.69","0.09","0","0.43","1.91","1.65","6.33","4.68","1.39","1.13","0.87","4.90"
"413","Mitchell Marner","TOR","C, R","50","750.05","15.001","0.48","1.84","1.28","0.56","2.32","80.56","6.48","7.41","0.56","12","9.04","6.8","2.24","0.56","1.12","0.8","0.4","0.4","0","0","0.32","3.44","3.12","1.36","3.28","1.92","0.32","0.4","3.56"
"131","Ryan O'Reilly","STL","C","60","861.43333333333","14.357222222222","0.35","1.67","0.91","0.77","2.02","67.44","4.6","7.58","0.47","7.45","6.2","5.08","2.23","0.07","0.42","0.42","0.21","0.21","0","0","0.42","0.91","3.48","0.84","2.3","1.18","33.57","26.33","3.90"
"37","David Krejci","BOS","C","52","725.38333333333","13.949679487179","0.41","1.16","0.41","0.74","1.57","55.88","3.89","10.64","0.4","8.19","6.53","5.05","2.23","0.17","0.41","1.16","0.5","0.5","0","0","0.25","1.9","1.74","2.65","5.05","1.99","21.84","22.58","4.07"
"468","Martin Necas","CAR","C","55","650.46666666667","11.826666666667","0.92","1.11","0.55","0.55","2.03","84.62","5.81","15.87","0.51","9.96","7.93","5.53","2.21","0.37","0.55","1.48","0.74","0.74","0","0","1.11","2.68","1.75","4.7","5.72","1.75","0.74","2.31","2.24"
"9","Valtteri Filppula","DET","C","61","765.23333333333","12.544808743169","0.31","0.78","0.47","0.31","1.1","60.87","3.61","8.70","0.39","5.8","4.7","4.47","2.2","0.16","0.24","1.25","0.63","0.63","0","0","0.47","2.51","0.94","1.96","2.67","1.41","16.39","22.11","3.34"
"120","Gustav Nyquist","CBJ","C","61","823.1","13.493442622951","0.22","1.24","0.87","0.36","1.46","66.67","5.98","3.66","0.44","9.48","7.51","5.69","2.19","0.66","0.73","0.87","0.44","0.44","0","0","0.8","2.33","1.39","2.04","2.99","1.39","0.95","0.95","3.64"
"421","Artemi Panarin","NYR","C, L","58","907.06666666667","15.63908045977","1.32","2.05","0.99","1.06","3.37","79.69","8.47","15.63","0.66","15.48","12.37","8.33","2.18","0.4","0.99","0.93","0.46","0.46","0","0","0.73","3.37","2.38","1.12","2.38","0.66","0","0","-"
"19","Ryan Getzlaf","ANA","C","58","828.85","14.290517241379","0.65","1.09","0.72","0.36","1.74","70.59","6.23","10.47","0.51","11.22","9.12","6.01","2.17","0.14","0.65","1.66","0.72","0.65","0.07","0","1.01","3.62","2.46","6.44","2.24","3.04","24.83","22.8","3.77"
"481","Dominik Kahun","PIT","C","49","582.3","11.883673469388","0.82","1.55","0.82","0.72","2.37","74.19","6.8","12.12","0.51","9.38","7.62","5.26","2.16","0.62","0.52","0.62","0.31","0.31","0","0","0.41","0.52","1.65","0.41","3.61","1.65","2.37","1.85","5.78"
"471","Alex Iafallo","L.A","L","60","833.7","13.895","0.5","1.08","0.65","0.43","1.58","62.86","5.97","8.43","0.49","10.22","7.99","5.97","2.16","0.36","0.94","0.43","0.22","0.22","0","0","0.36","0.58","0.86","2.95","4.61","2.02","0.72","0.58","4.00"
"139","Brayden Schenn","STL","C","60","862.11666666667","14.368611111111","0.7","0.9","0.49","0.42","1.6","76.67","5.43","12.82","0.45","7.93","6.61","5.64","2.16","0.21","0.56","2.51","1.04","0.9","0.14","0","0.21","1.6","1.25","7.38","3.9","1.11","20.6","21.09","3.44"
"42","Anze Kopitar","L.A","C","60","891.16666666667","14.852777777778","0.67","1.01","0.61","0.4","1.68","69.44","4.85","13.89","0.47","8.42","7.14","5.72","2.15","0.34","0.54","0.94","0.47","0.47","0","0","0.81","2.36","1.41","2.56","3.5","2.49","29.49","25.11","3.64"
"342","Pierre-Edouard Bellemare","COL","C, L","58","622.76666666667","10.737356321839","0.58","0.77","0.48","0.29","1.35","58.33","5.78","10.00","0.42","9.44","7.23","5.4","2.12","0.39","0.29","0.58","0.29","0.29","0","0","0.48","0.87","3.66","2.99","6.84","2.6","25.82","21.1","5.30"
"100","Zack Smith","CHI","C","50","510.43333333333","10.208666666667","0.35","0.59","0.35","0.24","0.94","61.54","4.35","8.11","0.33","8.11","5.88","3.76","2.12","0.59","0.71","2.23","0.94","0.82","0.12","0","0.47","1.41","1.76","12.81","7.99","1.65","9.87","11.05","5.55"
"379","Victor Olofsson","BUF","L, R","45","654.56666666667","14.545925925926","0.46","1.1","0.55","0.55","1.56","53.13","5.87","7.81","0.54","10.54","8.71","6.05","2.11","0.37","0.55","0.18","0.09","0.09","0","0","0.27","1.56","0.92","0.73","2.75","1.47","0","0","-"
"360","Kasperi Kapanen","TOR","R","60","743.5","12.391666666667","0.65","1.21","0.56","0.65","1.86","79.31","6.86","9.41","0.47","12.02","8.88","6.21","2.1","0.65","0.73","0.48","0.24","0.24","0","0","0.65","1.86","1.61","5","3.39","0.97","0.08","0.32","1.61"
"128","Tyler Bozak","STL","C","59","696.35","11.802542372881","0.86","1.12","0.52","0.6","1.98","79.31","6.29","13.70","0.46","8.96","7.41","5.26","2.07","0.34","0.34","0.69","0.34","0.34","0","0","0.43","1.38","1.9","2.24","2.93","2.07","20.16","14.91","4.95"
"287","Nikita Gusev","N.J","L","56","642.78333333333","11.478273809524","0.65","1.68","1.31","0.37","2.33","80.65","8.87","7.37","0.58","14.94","11.2","6.72","2.05","0.65","0.56","0.37","0.19","0.19","0","0","0.75","2.33","1.21","1.03","1.77","0.47","0","0","-"
"324","Elias Lindholm","CGY","C","61","818.85","13.423770491803","1.1","0.73","0.44","0.29","1.83","71.43","6.59","16.67","0.51","11.58","8.79","7.18","2.05","0.59","0.44","1.03","0.51","0.51","0","0","0.51","1.76","1.76","5.13","2.27","1.69","18.54","18.83","3.63"
"387","Colin White","OTT","C","53","676.21666666667","12.758805031447","0.27","0.71","0.27","0.44","0.98","52.38","4.7","5.66","0.44","7.99","6.39","5.32","2.04","0.53","0.53","2.13","0.89","0.89","0","0","0.62","2.04","1.77","3.28","7.81","2.04","17.57","19.79","4.17"
"376","Danton Heinen","BOS","C, L","56","652.68333333333","11.65505952381","0.37","1.1","0.37","0.74","1.47","64.00","5.98","6.15","0.43","9.84","7.45","5.52","2.02","0.55","0.28","0.55","0.28","0.28","0","0","0.64","1.84","1.29","2.76","4.96","2.85","0.46","0.64","3.83"
"208","Sean Kuraly","BOS","C","60","659.21666666667","10.986944444444","0.46","1","0.36","0.64","1.46","66.67","6.55","6.94","0.45","11.29","9.19","4.64","2","0.27","0.64","2","1","1","0","0","0.91","2","1.73","10.56","6.01","1.91","17.57","15.75","4.80"
"401","Dylan Strome","CHI","C","48","604.51666666667","12.594097222222","0.6","1.59","0.99","0.6","2.18","75.86","5.26","11.32","0.47","8.24","6.95","5.46","1.99","0.5","0.4","0.79","0.4","0.4","0","0","0.79","1.89","1.89","1.49","4.17","2.18","19.45","22.73","4.58"
"188","Brett Connolly","FLA","R","60","782.11666666667","13.035277777778","1.07","0.84","0.31","0.54","1.92","65.79","6.44","16.67","0.49","10.74","7.9","5.68","1.99","0.23","0.69","1.38","0.69","0.69","0","0","0.38","1.3","1.46","3.68","4.6","1.15","0.38","0.69","2.74"
"354","Sonny Milano","CBJ","L","46","513.48333333333","11.16268115942","0.58","1.17","0.7","0.47","1.75","83.33","6.54","8.93","0.45","8.65","7.48","4.56","1.99","0.23","0.12","1.64","0.82","0.82","0","0","1.4","2.57","2.1","2.92","7.71","1.05","0","0","-"
"129","Marcus Johansson","BUF","L","51","697.53333333333","13.677124183007","0.34","0.95","0.69","0.26","1.29","62.50","4.73","7.27","0.37","8.26","6.71","3.87","1.98","0.34","0.43","1.2","0.6","0.6","0","0","0.77","1.46","1.12","2.32","3.61","1.46","13.07","19.1","3.50"
"92","Jakub Voracek","PHI","R","60","792.48333333333","13.208055555556","0.53","1.59","0.91","0.68","2.12","71.79","5.75","9.21","0.44","11.81","8.25","5.07","1.97","0","1.06","1.44","0.61","0.53","0.08","0","0.76","1.67","1.51","1.06","3.94","1.36","0.3","0.98","1.78"
