"","Player","Team","Position","GP","TOI","TOI/GP","Goals/60","Total Assists/60","First Assists/60","Second Assists/60","Total Points/60","IPP","Shots/60","SH%","ixG/60","iCF/60","iFF/60","iSCF/60","iHDCF/60","Rush Attempts/60","Rebounds Created/60","PIM/60","Total Penalties/60","Minor/60","Major/60","Misconduct/60","Penalties Drawn/60","Giveaways/60","Takeaways/60","Hits/60","Hits Taken/60","Shots Blocked/60","Faceoffs Won/60","Faceoffs Lost/60","Faceoffs %"
"31","Alexander Radulov","DAL","R","53","711.15","13.417924528302","0.59","0.84","0.42","0.42","1.43","62.96","6.33","9.33","0.7","10.38","8.02","6.24","3.63","0.34","0.59","2.36","1.18","1.18","0","0","0.51","2.7","1.77","3.37","3.37","2.95","0.25","0.51","2.81"
"96","Lars Eller","WSH","C","59","713.2","12.08813559322","0.67","1.26","0.84","0.42","1.93","76.67","8.24","8.16","0.79","15.31","12.11","9.59","3.62","0.93","0.76","2.02","1.01","1.01","0","0","0.93","2.69","1.85","3.87","7.57","1.51","27.85","25.41","4.40"
"400","Travis Konecny","PHI","C, R","57","747.26666666667","13.109941520468","1.28","1.04","0.64","0.4","2.33","82.86","8.35","15.38","0.74","13.01","10.68","7.63","3.61","0.24","0.88","1.12","0.48","0.48","0","0","1.28","2.33","2.09","4.5","6.18","1.77","1.61","1.61","4.01"
"178","Kevin Hayes","PHI","C, R","60","797.38333333333","13.289722222222","0.6","0.68","0.3","0.38","1.28","62.96","7.6","7.92","0.66","12.79","10.38","7.3","3.61","0.68","0.75","1.5","0.75","0.75","0","0","0.45","1.35","2.11","5.34","3.46","1.28","22.2","21.9","3.79"
"417","Jake DeBrusk","BOS","L","56","715.98333333333","12.785416666667","0.92","0.92","0.5","0.42","1.84","75.86","9.22","10.00","0.75","15.17","12.07","8.13","3.6","0.84","1.17","0.84","0.42","0.42","0","0","0.67","1.42","1.68","2.01","5.53","1.17","0.59","1.26","2.67"
"211","Nick Cousins","MTL","C","56","650.3","11.6125","0.65","1.01","0.65","0.37","1.66","64.29","8.12","7.95","0.71","13.01","10.33","7.2","3.6","0.74","1.2","1.94","0.83","0.74","0.09","0","0.65","1.66","2.12","6.64","9.23","2.49","0.83","1.75","2.97"
"303","Oliver Bjorkstrand","CBJ","R","48","702.23333333333","14.629861111111","1.45","0.68","0.43","0.26","2.14","71.43","10","14.53","0.86","16.66","13.59","10.94","3.59","0.6","1.03","0.85","0.43","0.43","0","0","0.6","2.05","2.39","2.91","6.32","1.37","0.51","1.03","2.85"
"458","Zach Aston-Reese","PIT","C","57","685.15","12.020175438596","0.35","0.61","0.35","0.26","0.96","52.38","8.06","4.35","0.63","12.61","10.68","7.18","3.59","0.26","0.79","1.58","0.79","0.79","0","0","0.26","1.84","1.58","11.56","8.14","2.19","0.53","0.88","3.28"
"74","Nick Bonino","NSH","C","59","704.28333333333","11.937005649718","1.28","1.45","0.85","0.6","2.73","71.11","6.3","20.27","0.67","9.88","8.43","6.13","3.58","0.17","0.77","1.02","0.51","0.51","0","0","0.09","1.36","2.39","1.19","3.07","4.52","27.6","24.96","4.47"
"198","Jesper Fast","NYR","R","58","788.48333333333","13.594540229885","0.46","1.14","0.61","0.53","1.6","55.26","4.57","10.00","0.58","7.38","6.7","5.94","3.58","0.08","0.53","0.76","0.3","0.3","0","0","0.46","1.9","1.07","7.23","7.08","2.44","0.38","1.07","2.00"
"483","Blake Lizotte","L.A","C","55","622.3","11.314545454545","0.19","0.96","0.48","0.48","1.16","80.00","5.98","3.23","0.56","11.38","8.68","6.65","3.57","0.48","0.77","1.35","0.67","0.67","0","0","1.45","1.25","1.54","3.37","7.81","1.54","21.4","22.37","4.71"
"121","Matt Calvert","COL","L","50","572.61666666667","11.452333333333","0.84","1.15","0.63","0.52","1.99","73.08","7.86","10.67","0.74","12.78","9.22","8.38","3.56","0.42","1.36","2.1","0.63","0.42","0.21","0","1.15","1.26","1.68","5.76","7.96","1.68","0.84","1.36","3.99"
"440","Clayton Keller","ARI","C, R","63","792.88333333333","12.58544973545","0.76","0.76","0.68","0.08","1.51","80.00","8.85","8.55","0.77","14.6","11.96","9.08","3.56","0.61","0.83","1.66","0.83","0.83","0","0","0.98","1.89","2.04","1.29","6.89","0.68","0.53","0.53","3.78"
"192","Mikael Granlund","NSH","C","53","733.51666666667","13.839937106918","0.65","0.82","0.33","0.49","1.47","58.06","6.71","9.76","0.66","12.02","9.32","7.12","3.52","0.25","0.49","0.65","0.33","0.33","0","0","0.82","1.8","1.39","2.37","5.07","3.03","2.21","2.7","3.68"
"242","Barclay Goodrow","S.J","C, R","59","748.96666666667","12.694350282486","0.64","0.72","0.48","0.24","1.36","62.96","5.85","10.96","0.67","9.13","7.37","6.41","3.52","0.4","0.56","3.04","0.96","0.72","0.16","0.08","0.88","1.28","2.32","10.25","5.53","3.36","19.63","18.19","4.16"
"472","David Kampf","CHI","C","60","682.35","11.3725","0.53","0.44","0.26","0.18","0.97","64.71","6.59","8.00","0.65","10.11","8.44","6.51","3.52","0.44","1.14","0.53","0.26","0.26","0","0","0.62","1.32","2.11","2.81","8.27","1.76","20.14","19.61","4.45"
"195","Joonas Donskoi","COL","R","54","685.3","12.690740740741","0.79","1.31","0.7","0.61","2.1","61.54","6.3","12.50","0.65","10.16","8.14","7.44","3.5","0.35","0.7","0.88","0.44","0.44","0","0","0.88","1.4","1.49","1.66","7.88","2.63","0.53","0.53","4.38"
"238","Vladislav Namestnikov","NYR, OTT","C, L","56","616.7","11.0125","0.49","0.58","0.39","0.19","1.07","57.89","5.74","8.47","0.63","9.73","7.88","5.93","3.5","0.19","0.78","2.72","1.26","1.26","0","0","0.58","2.34","1.85","8.56","5.25","3.31","1.46","1.56","4.71"
"352","Jakub Vrana","WSH","L","59","721.96666666667","12.236723163842","1.66","1.25","0.91","0.33","2.91","77.78","10.8","15.38","0.91","18.62","15.13","10.39","3.49","1.16","1.25","1.16","0.58","0.58","0","0","0.75","2.58","2.16","1.75","2.49","1.16","0.25","0.33","3.56"
"196","Marcus Sorensen","S.J","L","55","655.1","11.910909090909","0.55","0.55","0.27","0.27","1.1","57.14","5.5","10.00","0.64","8.7","6.96","6.69","3.48","0.09","1.01","0.92","0.46","0.46","0","0","0.82","1.19","1.65","4.12","4.67","1.37","0.18","0.73","1.83"
"221","Nikita Kucherov","T.B","R","58","812.53333333333","14.009195402299","1.26","1.77","0.89","0.89","3.03","78.85","9.6","13.08","0.8","16.54","13.22","9.89","3.47","0.66","1.03","1.48","0.74","0.74","0","0","1.03","2.81","1.26","2.29","3.84","1.11","0","0","-"
"183","Chris Wagner","BOS","R","59","623","10.559322033898","0.29","0.39","0.29","0.1","0.67","41.18","5.87","4.92","0.57","10.4","8.57","6.07","3.47","0.58","0.39","1.93","0.96","0.96","0","0","0.77","1.44","1.06","15.6","7.7","1.83","8.48","8.67","4.76"
"102","Steven Stamkos","T.B","C","54","731.33333333333","13.543209876543","1.15","1.8","1.23","0.57","2.95","76.60","7.47","15.38","0.68","13.37","10.34","8.29","3.45","0.16","0.98","1.31","0.57","0.57","0","0","0.98","1.64","1.72","4.51","3.36","2.46","18.79","15.59","4.48"
"433","Luke Kunin","MIN","C","58","732.65","12.631896551724","0.82","0.9","0.41","0.49","1.72","72.41","7.94","10.31","0.7","15.07","11.47","8.19","3.44","0.33","1.23","2.37","0.98","0.9","0.08","0","0.57","0.9","0.49","4.75","4.09","3.36","12.28","14.41","3.77"
"348","Jake Virtanen","VAN","R","60","699.5","11.658333333333","0.86","1.12","0.6","0.51","1.97","82.14","9.44","9.09","0.77","14.67","12.78","7.63","3.43","0.34","1.37","2.23","0.77","0.69","0","0.09","1.29","1.89","2.57","7.29","3.95","1.8","0.26","1.03","1.72"
"385","Kyle Connor","WPG","L","61","929.65","15.240163934426","0.9","1.23","0.77","0.45","2.13","75.00","8.78","10.29","0.7","13.94","11.23","9.1","3.42","0.39","0.97","0.9","0.39","0.39","0","0","0.58","1.87","1.87","0.97","2.65","0.77","0.06","0.45","0.81"
"237","Phillip Danault","MTL","C, L","62","861.23333333333","13.890860215054","0.7","1.67","0.91","0.77","2.37","69.39","6.27","11.11","0.65","9.89","8.01","6.06","3.41","0.07","0.49","1.67","0.84","0.84","0","0","0.56","2.51","1.67","7.11","5.02","1.88","33.09","26.13","3.89"
"228","Mark Scheifele","WPG","C","61","1021.2","16.740983606557","0.71","1.47","0.88","0.59","2.17","63.79","4.29","16.44","0.59","7.99","6.35","6.05","3.41","0.18","0.47","1.53","0.53","0.47","0","0.06","0.94","2.12","2.29","1.59","5.7","2.23","21.74","25.97","2.68"
"445","Tyson Jost","COL","C","56","580.3","10.3625","0.52","0.93","0.62","0.31","1.45","51.85","8.48","6.10","0.67","13.44","10.24","8.06","3.41","0.1","0.93","1.65","0.83","0.83","0","0","1.45","0.83","1.55","4.76","9.62","1.14","6.31","12.51","3.47"
"399","Christian Fischer","ARI","R","54","582.03333333333","10.778395061728","0.52","0.31","0.31","0","0.82","42.11","8.25","6.25","0.66","11.65","10.21","7.11","3.4","0.72","0.93","1.24","0.62","0.62","0","0","1.24","0.72","0.62","13.81","9.17","2.06","0.31","0.72","3.09"
"3","Patrick Marleau","S.J","C, L","55","744.58333333333","13.537878787879","0.64","0.81","0.4","0.4","1.45","56.25","5.96","10.81","0.63","9.27","7.41","5.8","3.38","0.48","0.48","0.81","0.4","0.4","0","0","0.4","0.73","1.69","3.71","2.58","1.53","1.45","1.37","4.14"
"412","Lawson Crouse","ARI","L","59","709.56666666667","12.026553672316","0.76","0.51","0.42","0.08","1.27","68.18","7.02","10.84","0.63","11.42","9.64","6.85","3.38","0.17","0.51","0.93","0.34","0.25","0.08","0","1.1","1.61","1.52","14.88","5.67","1.52","1.69","1.69","4.23"
"318","Tyler Bertuzzi","DET","L","62","928.7","14.979032258065","0.84","0.84","0.58","0.26","1.68","70.27","5.75","14.61","0.64","9.82","8.14","6.01","3.36","0.19","0.65","1.03","0.45","0.45","0","0","0.84","2.65","1.1","3.75","3.81","1.62","0.19","0","6.46"
"214","Rocco Grimaldi","NSH","C, R","56","681.05","12.161607142857","0.88","1.67","0.97","0.7","2.55","70.73","8.81","10.00","0.73","14.27","11.81","8.55","3.35","0.44","1.5","0.7","0.35","0.35","0","0","1.06","1.23","2.03","1.85","3.52","0.88","0.09","0.44","1.47"
"149","Tomas Tatar","MTL","L","62","825.13333333333","13.308602150538","0.65","1.75","0.73","1.02","2.4","75.00","8.07","8.11","0.66","13.16","10.69","7.56","3.34","0.36","1.09","2.33","1.16","1.16","0","0","0.44","1.6","1.82","4.94","3.56","1.45","0.58","0.95","2.77"
"70","Jonathan Toews","CHI","C","60","808.26666666667","13.471111111111","0.67","1.93","1.11","0.82","2.6","76.09","6.38","10.47","0.63","11.13","8.54","7.27","3.34","0.82","0.59","1.78","0.89","0.89","0","0","0.52","1.63","3.04","3.34","5.79","1.63","34.07","27.02","4.14"
"130","Kyle Palmieri","N.J","C, R","55","701.71666666667","12.758484848485","0.94","1.03","0.51","0.51","1.97","69.70","7.27","12.94","0.71","14.02","11.29","7.52","3.33","0.17","0.86","1.54","0.77","0.77","0","0","0.77","1.62","1.71","4.19","4.53","2.39","0.77","1.8","2.57"
"24","Brad Richardson","ARI","C, R","52","558.46666666667","10.739743589744","0.43","0.43","0.43","0","0.86","44.44","6.23","6.90","0.67","10.85","8.59","6.66","3.33","0.32","1.18","1.29","0.64","0.64","0","0","0.21","1.4","0.97","6.34","4.73","3.65","28.15","21.81","6.05"
"351","Kevin Fiala","MIN","L","54","634.75","11.75462962963","0.85","1.42","0.95","0.47","2.27","82.76","7.94","10.71","0.62","16.07","11.82","7.75","3.31","0.85","1.04","3.02","1.51","1.51","0","0","1.13","2.36","2.17","1.89","4.06","1.42","0.09","0.19","3.15"
"464","Nick Suzuki","MTL","C","62","797.2","12.858064516129","0.53","1.05","0.68","0.38","1.58","75.00","5.95","8.86","0.58","10.16","8.28","6.47","3.31","0.38","0.9","0.15","0.08","0.08","0","0","0.53","1.81","1.73","3.84","5.34","2.03","16.48","17.39","3.66"
"44","T.J. Oshie","WSH","R","59","781.75","13.25","0.84","0.92","0.69","0.23","1.77","53.49","4.68","18.03","0.56","9.29","7.75","6.14","3.3","0.31","0.84","1.54","0.69","0.69","0","0","1.23","2.38","2.15","5.3","4.61","2.92","1.3","1.3","3.84"
"451","Jesper Bratt","N.J","L","50","563.4","11.268","1.06","1.17","0.96","0.21","2.24","70.00","7.45","14.29","0.57","11.4","9.8","6.39","3.3","0.32","0.32","0","0","0","0","0","0.75","1.7","1.49","2.13","3.19","1.28","0.11","0.64","1.52"
"372","Michael Amadio","L.A","C","58","656.85","11.325","0.55","0.64","0.27","0.37","1.19","50.00","6.3","8.70","0.63","10.69","7.95","6.3","3.29","0.55","1.1","0.73","0.37","0.37","0","0","0.46","1.46","2.37","1.55","4.66","1.64","18.18","18.91","4.48"
"375","Viktor Arvidsson","NSH","L, R","47","585.9","12.465957446809","1.02","0.82","0.51","0.31","1.84","72.00","7.89","12.99","0.75","16.28","12.39","7.48","3.28","0.41","0.92","1.23","0.61","0.61","0","0","1.13","1.13","1.13","2.15","6.76","1.33","1.13","0.72","6.26"
"133","Alex Chiasson","EDM","R","54","566.55","10.491666666667","0.32","0.42","0.21","0.21","0.74","41.18","6.35","5.00","0.61","11.01","9","6.25","3.28","0.21","0.85","2.75","0.85","0.74","0","0.11","0.21","1.8","1.16","4.98","7.31","1.27","0","0.32","0.00"
"241","Jonathan Marchessault","VGK","C","56","787.3","14.058928571429","0.91","1.07","0.91","0.15","1.98","76.47","10.67","8.57","0.86","17.6","13.49","9.83","3.28","0.61","1.07","0.91","0.46","0.46","0","0","0.84","2.51","2.21","6.4","5.49","0.69","3.51","4.57","3.31"
"305","Nick Paul","OTT","L","45","584.96666666667","12.999259259259","0.72","0.62","0.51","0.1","1.33","68.42","7.69","9.33","0.63","13.74","10.67","8.1","3.28","0.31","1.54","1.33","0.51","0.41","0.1","0","1.03","1.64","1.95","10.36","4.41","3.08","13.44","11.08","5.62"
"171","Evgeny Kuznetsov","WSH","C","53","696.38333333333","13.139308176101","1.12","1.29","0.69","0.6","2.41","70.00","5.95","18.84","0.56","9.05","7.93","6.29","3.27","0.6","0.17","1.55","0.78","0.78","0","0","0.86","2.93","1.38","2.24","1.55","1.12","21.8","29.47","3.66"
"203","Ondrej Palat","T.B","L","59","787.98333333333","13.355649717514","0.69","1.22","0.84","0.38","1.9","55.56","7.01","9.78","0.65","12.26","9.29","8.3","3.27","1.22","0.69","0.91","0.46","0.46","0","0","0.76","2.13","2.06","8.3","4.95","3.73","0.46","0.69","3.05"
"216","Boone Jenner","CBJ","C","61","826.65","13.551639344262","0.44","0.51","0.22","0.29","0.94","56.52","8.56","5.08","0.72","13.57","11.32","6.82","3.27","0.44","0.87","1.31","0.65","0.65","0","0","0.36","1.31","1.23","6.68","3.85","3.41","29.32","22.57","4.10"
"410","Anthony Beauvillier","NYI","L","59","825.95","13.999152542373","0.8","0.94","0.73","0.22","1.74","66.67","6.25","12.79","0.59","10.68","8.5","7.34","3.27","0.44","0.51","0.44","0.22","0.22","0","0","0.51","2.69","1.74","4.94","7.19","2.18","0.36","0.22","4.54"
"227","Mika Zibanejad","NYR","C","46","645.1","14.023913043478","1.12","1.49","0.93","0.56","2.6","75.68","9.11","12.24","0.72","15.35","12.46","8.46","3.26","0.47","0.19","0.93","0.47","0.47","0","0","0.93","2.23","2.14","3.72","5.3","2.33","28.55","29.39","4.58"
"450","Pierre-Luc Dubois","CBJ","C, L","61","847.65","13.895901639344","0.99","1.06","0.57","0.5","2.05","78.38","6.87","14.43","0.66","11.96","9.27","7.79","3.26","0.57","1.06","1.84","0.92","0.92","0","0","1.27","2.41","1.77","4.95","7.57","2.97","19.25","23.36","3.20"
"254","Zemgus Girgensons","BUF","C","60","663.01666666667","11.050277777778","0.63","0.36","0.09","0.27","1","61.11","5.88","10.77","0.51","10.59","8.05","6.79","3.26","0.09","0.54","0.9","0.45","0.45","0","0","0.27","0.81","0.27","8.05","5.16","0.81","1.72","1.9","4.30"
"22","Patrice Bergeron","BOS","C","52","628.58333333333","12.088141025641","0.95","1.05","0.29","0.76","2","55.26","9.74","9.80","0.72","15.75","12.89","8.4","3.25","0.19","1.05","1.53","0.67","0.67","0","0","0.48","1.34","2.1","3.15","2.77","2","38.37","27.3","5.58"
"322","Aleksander Barkov","FLA","C","57","798.8","14.014035087719","0.83","1.73","0.98","0.75","2.55","77.27","7.29","11.34","0.64","11.79","9.61","7.29","3.23","0.15","0.83","0.75","0.38","0.38","0","0","0.6","2.4","2.55","0.75","4.21","1.65","27.49","25.09","3.93"
"346","Leon Draisaitl","EDM","C","60","969.7","16.161666666667","1.11","1.79","1.11","0.68","2.91","83.93","6.87","16.22","0.68","11.32","8.79","7.98","3.22","0.74","0.74","0.49","0.25","0.25","0","0","0.62","3.22","2.23","1.3","3.9","1.05","20.42","20.48","3.09"
"424","Conor Garland","ARI","R","62","728.48333333333","11.749731182796","1.24","0.82","0.33","0.49","2.06","73.53","9.55","12.93","0.72","15.15","12.85","8.32","3.21","0.41","0.91","0.99","0.41","0.41","0","0","0.99","1.73","1.89","1.73","5.93","1.56","0.08","0.33","1.65"
"279","Andreas Athanasiou","DET","C, L","45","597.71666666667","13.282592592593","0.6","0.7","0.4","0.3","1.3","81.25","7.93","7.59","0.63","13.05","10.74","7.03","3.21","0.4","0.5","1.71","0.7","0.6","0.1","0","0.7","2.21","1.1","2.51","3.41","1.81","3.51","4.72","4.28"
"463","Elias Pettersson","VAN","C","59","788.31666666667","13.361299435028","1.14","1.45","0.91","0.53","2.59","65.38","6.17","18.52","0.67","11.57","9.06","7.69","3.2","0.08","0.61","0.61","0.3","0.3","0","0","0.99","1.45","1.98","3.81","3.04","2.21","4.26","5.63","3.28"
"59","Nick Foligno","CBJ","L","58","811.33333333333","13.988505747126","0.3","0.89","0.37","0.52","1.18","53.33","6.95","4.26","0.63","10.72","8.8","6.73","3.18","0.59","0.81","2","0.67","0.44","0.22","0","0.37","1.48","1.92","12.87","3.48","2.37","5.84","7.03","3.36"
"141","Nazem Kadri","COL","C","51","643.73333333333","12.622222222222","1.4","0.93","0.56","0.37","2.33","62.50","8.85","15.79","0.65","14.26","11.46","8.85","3.17","0.93","0.93","2.52","1.12","1.03","0.09","0","1.68","2.33","1.86","5.13","6.06","0.65","26","21.16","5.14"
"58","Brad Marchand","BOS","C, L","61","794.01666666667","13.016666666667","1.28","1.66","1.36","0.3","2.95","76.47","7.18","17.89","0.64","11.64","8.77","7.63","3.17","0.3","0.6","2.12","1.06","1.06","0","0","2.04","3.48","2.19","3.1","4.76","0.83","1.21","1.66","3.18"
"465","Robert Thomas","STL","C","55","686.51666666667","12.482121212121","0.7","1.84","1.22","0.61","2.53","78.38","4.89","14.29","0.47","8.3","6.64","5.68","3.15","0.35","0.35","0.7","0.26","0.26","0","0","0.17","1.75","2.97","0.87","4.89","0.96","6.9","10.49","3.47"
"380","Ondrej Kase","ANA","R","49","647.55","13.215306122449","0.46","1.3","0.83","0.46","1.76","65.52","10.38","4.46","0.72","18.35","14.55","8.34","3.15","0.65","0.74","0.74","0.37","0.37","0","0","1.2","2.22","2.69","0.74","4.26","1.2","0.46","1.58","2.11"
"393","Jordan Greenway","MIN","L","57","705.58333333333","12.37865497076","0.6","1.11","0.85","0.26","1.7","66.67","5.95","10.00","0.5","10.71","7.99","5.53","3.15","0.34","1.11","3.15","1.36","1.28","0.09","0","0.51","1.7","2.55","6.97","6.12","2.3","0.85","0.6","5.00"
"229","Sean Couturier","PHI","C","60","843.7","14.061666666667","0.85","1.64","0.64","1","2.49","74.47","7.04","12.12","0.74","11.88","9.24","7.4","3.13","0.21","0.78","1.28","0.64","0.64","0","0","0.43","1.85","1.78","3.41","5.19","1.42","24.25","16.85","4.20"
"53","Ryan Reaves","VGK","R","61","576.51666666667","9.4510928961749","0.62","0.42","0.21","0.21","1.04","50.00","5.1","12.24","0.62","8.43","6.97","6.56","3.12","0.31","1.14","3.43","1.35","1.25","0.1","0","0.94","0.52","1.25","26.33","8.22","1.87","1.98","1.98","5.20"
"175","Tyler Pitlick","PHI","C","54","559.71666666667","10.36512345679","0.64","0.96","0.75","0.21","1.61","60.00","6.43","10.00","0.58","10.61","8.47","5.47","3.11","0.54","0.86","1.07","0.54","0.54","0","0","0.96","1.18","1.93","10.93","9","2.57","0.54","1.18","3.35"
"291","Michael Raffl","PHI","L","49","522.1","10.655102040816","0.57","0.92","0.57","0.34","1.49","68.42","5.75","10.00","0.55","8.04","7.01","5.75","3.1","0.34","0.46","0.92","0.46","0.46","0","0","0.92","2.18","1.38","6.55","6.44","1.95","10","10.11","5.71"
"65","Derick Brassard","NYI","C","59","679.98333333333","11.525141242938","0.53","0.97","0.44","0.53","1.5","58.62","7.24","7.32","0.55","10.41","8.65","6.79","3.09","0.18","0.71","1.24","0.62","0.62","0","0","0.35","2.56","2.12","8.47","4.41","1.85","15.18","12.44","4.85"
"25","Nate Thompson","MTL","C","61","622.1","10.198360655738","0.39","0.77","0.39","0.39","1.16","63.16","5.21","7.41","0.51","8.97","6.94","4.73","3.09","0.58","0.87","1.83","0.77","0.68","0.1","0","0.1","2.22","1.06","9.45","6.56","2.8","30.96","24.02","5.43"
"264","Brendan Leipsic","WSH","L","59","505.38333333333","8.5658192090395","0.36","0.83","0.47","0.36","1.19","47.62","5.58","6.38","0.55","10.8","7.95","6.53","3.09","0.24","0.71","0.24","0.12","0.12","0","0","0.59","2.85","0.95","6.65","4.75","2.26","0.95","1.19","5.28"
"347","Michael Dal Colle","NYI","L","45","504.2","11.204444444444","0.48","0.71","0.48","0.24","1.19","71.43","4.88","9.76","0.44","6.55","5.71","4.52","3.09","0.36","0.48","1.19","0.6","0.6","0","0","0.6","1.79","1.07","7.85","3.69","2.14","0.6","0.24","8.50"
"134","Jakob Silfverberg","ANA","R","55","681.91666666667","12.398484848485","0.97","1.06","0.7","0.35","2.02","69.70","7.74","12.50","0.66","13.9","11.17","8.53","3.08","0.44","0.79","0.7","0.35","0.35","0","0","0.79","1.67","2.29","2.11","5.63","2.02","0.35","2.02","1.30"
"310","Jason Dickinson","DAL","C","56","662.28333333333","11.826488095238","0.72","0.63","0.36","0.27","1.36","55.56","6.16","11.76","0.53","10.33","7.97","6.16","3.08","0.09","0.63","0.18","0.09","0.09","0","0","0.63","1.99","2.54","6.52","6.43","3.17","13.32","15.22","4.23"
"426","Troy Terry","ANA","C, R","45","545.01666666667","12.111481481481","0.33","0.77","0.66","0.11","1.1","71.43","5.94","5.56","0.58","11.89","8.81","8.15","3.08","0.22","0.77","0.22","0.11","0.11","0","0","1.21","1.21","3.19","0.33","4.4","0.99","0.22","0.55","3.15"
"78","Pat Maroon","T.B","L","55","585.65","10.648181818182","0.61","1.13","0.51","0.61","1.74","70.83","5.53","11.11","0.64","9.53","8.09","6.35","3.07","0.1","1.23","2.66","1.02","0.82","0.2","0","0.82","0.92","1.23","9.22","7.07","1.23","0.41","0","10.25"
"14","Eric Staal","MIN","C","59","782.36666666667","13.260451977401","0.84","1.07","0.77","0.31","1.92","64.10","5.68","14.86","0.59","12.27","8.59","6.44","3.07","0.08","0.77","0.92","0.46","0.46","0","0","0.61","2.61","1.46","1.46","2.68","1.38","25.61","24.92","3.89"
"97","Wayne Simmonds","N.J","R","59","705.21666666667","11.952824858757","0.26","0.77","0.43","0.34","1.02","60.00","6.47","3.95","0.56","10.89","8.17","6.55","3.06","0.34","0.43","1.96","0.85","0.77","0.09","0","0.85","1.36","1.7","10.12","4.17","1.79","1.45","2.55","3.08"
"123","Cam Atkinson","CBJ","R","44","571.26666666667","12.983333333333","0.63","0.95","0.53","0.42","1.58","78.95","11.13","5.66","0.84","17.43","14.39","8.51","3.05","0.42","1.05","0.63","0.32","0.32","0","0","0.53","1.68","2.42","1.37","1.79","1.89","2.42","2.73","4.93"
"202","Ryan Dzingel","CAR","C","58","691.05","11.914655172414","0.26","1.39","1.04","0.35","1.65","73.08","5.82","4.48","0.59","11.2","8.6","6.86","3.04","0","0.43","0.87","0.43","0.43","0","0","0.61","1.3","1.04","2.78","2","2","0.43","1.56","1.89"
"284","Connor Brown","OTT","R","60","911.06666666667","15.184444444444","0.59","1.32","0.59","0.72","1.91","82.86","7.38","8.04","0.62","12.12","10.27","6.91","3.03","0.53","0.99","1.45","0.59","0.59","0","0","0.4","1.84","2.17","1.71","3.36","1.65","0.86","1.05","2.95"
"281","Cedric Paquette","T.B","C","52","574.66666666667","11.051282051282","0.31","0.94","0.42","0.52","1.25","70.59","6.26","5.00","0.63","11.17","8.87","8.77","3.03","0.31","0.73","1.67","0.84","0.84","0","0","0.42","0.73","1.15","15.97","4.39","3.13","24.74","23.91","5.31"
"245","Luke Glendening","DET","C","51","613.75","12.03431372549","0.29","0.1","0.1","0","0.39","44.44","5.77","5.08","0.55","8.99","7.72","5.57","3.03","0.2","0.59","0.59","0.29","0.29","0","0","0.39","0.59","0.78","12.32","6.35","3.91","25.71","16.42","5.97"
"251","Tanner Pearson","VAN","L","60","776.18333333333","12.936388888889","0.62","1","0.54","0.46","1.62","84.00","8.66","7.14","0.69","13.45","11.21","7.81","3.01","0.54","0.93","1.31","0.54","0.46","0.08","0","0.46","1.93","2.01","5.64","5.02","2.24","0.08","0.77","0.70"
"321","Nathan MacKinnon","COL","C","59","917.53333333333","15.551412429379","1.18","1.83","1.37","0.46","3.01","76.67","12.03","9.78","0.77","19.16","14.84","10.2","3.01","0.39","1.57","0.65","0.26","0.26","0","0","1.18","2.35","1.9","2.55","3.86","1.5","18.57","23.28","2.90"
"293","Andreas Johnsson","TOR","L","43","560.16666666667","13.027131782946","0.32","1.18","0.64","0.54","1.5","56.00","6.64","4.84","0.53","10.71","8.35","6.53","3","0.54","0.43","1.29","0.64","0.64","0","0","0.64","1.93","1.18","4.07","5.14","2.25","0","0.21","0.00"
"219","Matt Nieto","COL","L","59","621.16666666667","10.528248587571","0.58","0.97","0.58","0.39","1.55","59.26","6.86","8.45","0.64","11.11","9.18","7.24","2.99","0.1","0.48","0.39","0.19","0.19","0","0","0.48","0.77","1.06","2.7","6.66","1.35","0.1","0.1","4.83"
"396","Mikko Rantanen","COL","R","42","606.65","14.444047619048","0.89","1.19","0.79","0.4","2.08","67.74","6.82","13.04","0.57","12.07","9.2","7.02","2.97","0.3","0.69","1.38","0.69","0.69","0","0","0.69","1.09","3.07","2.67","7.32","1.88","3.16","2.18","5.86"
"209","Vincent Trocheck","FLA","C","53","728.05","13.73679245283","0.58","1.48","1.15","0.33","2.06","59.52","7.99","7.22","0.66","13.76","10.71","8.16","2.97","0.82","0.66","1.9","0.82","0.74","0.08","0","1.15","4.29","3.38","6.43","5.52","2.39","24.15","22.66","4.25"
"80","Logan Couture","S.J","C","45","586.56666666667","13.034814814815","0.92","1.02","0.82","0.2","1.94","82.61","6.04","15.25","0.49","10.13","7.88","6.24","2.97","0.1","1.23","0.41","0.2","0.2","0","0","0.51","1.13","1.74","4.19","4.4","2.86","14.42","17.7","4.59"
"390","Jack Eichel","BUF","C","59","974.48333333333","16.516666666667","1.05","1.11","0.49","0.62","2.15","64.81","7.51","13.93","0.62","13.42","10.84","7.82","2.96","0.68","0.55","0.74","0.37","0.37","0","0","1.42","2.59","2.03","1.91","3.02","2.03","25.92","31.22","2.79"
"462","Nico Hischier","N.J","C","48","629.55","13.115625","0.95","1.14","0.48","0.67","2.1","75.86","6.67","14.29","0.62","10.86","9.44","7.05","2.95","0.19","0.57","0.57","0.29","0.29","0","0","0.86","1.52","2.57","3.53","5.24","2.57","30.02","27.35","4.99"
